arm,task,lang,n_cmds,n_failed_cmds,fail_rate,n_build_cmds,n_build_failures,build_fail_rate,first_green_build_pos,n_static_err_cmds,n_runtime_err_cmds,static_share,max_same_err_loop,n_loop_cmds,early_fail_frac,late_fail_frac,late_static_errs,n_file_changes,n_unique_files,n_re_edits,n_late_re_edits,churn,n_agent_msgs,output_tokens,sub_src_files,sub_loc,sub_all_files
codex-lang-go,astro__deadnix.d590041,go,26,1,0.0385,1,0,0.0,0.6154,0,0,,0,0,0.0,1.0,0,5,3,4,2,1.3333,8,15014,1,690,3
codex-lang-go,axodotdev__oranda.27d60c7,go,36,1,0.0278,1,1,1.0,,0,0,,0,0,0.0,1.0,0,3,3,2,1,0.6667,8,11803,1,472,3
codex-lang-go,bellard__quickjs.d7ae12a,go,26,4,0.1538,1,0,0.0,0.5385,0,0,,2,1,0.0,0.75,0,4,1,3,1,3.0,12,13027,1,143,3
codex-lang-go,bensadeh__tailspin.6278437,go,38,4,0.1053,4,2,0.5,0.5526,1,0,1.0,1,0,0.5,0.5,1,1,1,0,0,0.0,8,14226,1,569,3
codex-lang-go,blacknon__hwatch.edfcb62,go,45,4,0.0889,0,0,,,0,0,,0,0,0.5,0.0,0,2,3,1,1,0.3333,8,10803,1,326,3
codex-lang-go,blake3-team__blake3.15e83a5,go,26,3,0.1154,0,0,,,0,1,0.0,1,0,0.0,0.0,0,3,4,2,2,0.5,9,14580,2,644,4
codex-lang-go,bootandy__dust.62bf1e1,go,21,1,0.0476,0,0,,,0,4,0.0,0,0,0.0,1.0,0,4,3,3,2,1.0,9,11599,1,794,3
codex-lang-go,boyter__scc.515f91c,go,29,1,0.0345,0,0,,,0,0,,0,0,0.0,1.0,0,2,3,1,1,0.3333,9,13275,1,924,3
codex-lang-go,brocode__fblog.3b54330,go,22,1,0.0455,1,0,0.0,0.4545,0,0,,0,0,0.0,0.0,0,3,1,2,1,2.0,9,11247,1,718,3
codex-lang-go,burntsushi__ripgrep.3b7fd44,go,18,1,0.0556,0,0,,,0,0,,0,0,0.0,1.0,0,6,3,5,2,1.6667,8,15624,1,1145,3
codex-lang-go,burntsushi__xsv.f430466,go,15,2,0.1333,1,1,1.0,,1,0,1.0,1,0,0.5,0.0,0,2,1,1,0,1.0,9,15559,1,1581,7
codex-lang-go,byron__dua-cli.8570c15,go,22,0,0.0,1,0,0.0,0.2727,0,0,,0,0,,,0,4,1,3,1,3.0,12,12806,1,582,3
codex-lang-go,canop__broot.d6c798e,go,24,1,0.0417,0,0,,,0,0,,0,0,0.0,0.0,0,1,3,0,0,0.0,8,10601,1,727,3
codex-lang-go,canop__rhit.ae90bcb,go,16,0,0.0,0,0,,,0,0,,0,0,,,0,1,3,0,0,0.0,7,10336,1,637,3
codex-lang-go,cheat__cheat.b8098dc,go,30,2,0.0667,0,0,,,0,0,,0,0,0.0,0.5,0,4,3,3,2,1.0,10,13825,1,889,3
codex-lang-go,chirlu__sox.42b3557,go,23,3,0.1304,0,0,,,1,0,1.0,1,0,0.3333,0.0,0,6,3,5,2,1.6667,11,16011,1,1145,3
codex-lang-go,chmln__handlr.90e78ba,go,44,5,0.1136,4,1,0.25,0.6364,0,0,,0,0,0.0,0.4,0,5,3,4,2,1.3333,9,16369,1,654,3
codex-lang-go,chmln__sd.87d1ba5,go,20,0,0.0,0,0,,,0,0,,0,0,,,0,1,3,0,0,0.0,8,6773,1,393,3
codex-lang-go,clog-tool__clog-cli.7066cba,go,30,1,0.0333,0,0,,,0,0,,0,0,1.0,0.0,0,2,3,1,1,0.3333,8,11754,1,588,3
codex-lang-go,cmatsuoka__figlet.202a0a8,go,40,3,0.075,2,1,0.5,0.825,0,0,,0,0,0.3333,0.3333,0,4,3,3,2,1.0,8,13210,1,586,60
codex-lang-go,codesnap-rs__codesnap.f81e4f3,go,23,5,0.2174,0,0,,,0,0,,0,0,0.2,0.2,0,2,3,1,1,0.3333,10,10181,1,464,3
codex-lang-go,cordx56__rustowl.655bc5c,go,26,0,0.0,0,0,,,0,0,,0,0,,,0,2,3,1,1,0.3333,8,9452,1,507,3
codex-lang-go,crowdagger__crowbook.ea214d7,go,32,1,0.0312,4,1,0.25,0.625,0,0,,0,0,0.0,0.0,0,3,3,2,1,0.6667,8,15812,1,957,3
codex-lang-go,cslarsen__jp2a.61d205f,go,41,4,0.0976,7,2,0.2857,0.4634,1,0,1.0,0,0,0.0,0.75,1,0,0,0,0,,9,18171,1,490,3
codex-lang-go,cweill__gotests.2a672c5,go,25,3,0.12,3,2,0.6667,0.88,0,0,,1,0,0.0,0.6667,0,6,3,5,2,1.6667,9,14437,1,616,3
codex-lang-go,dalance__amber.69a0f52,go,59,3,0.0508,2,1,0.5,0.6949,0,0,,0,0,0.3333,0.6667,0,1,1,0,0,0.0,8,20960,1,625,3
codex-lang-go,dandavison__delta.acd758f,go,26,2,0.0769,0,0,,,0,0,,1,0,0.0,0.5,0,2,3,1,1,0.3333,8,9092,1,447,7
codex-lang-go,danmar__cppcheck.0a5b103,go,24,0,0.0,0,0,,,0,0,,0,0,,,0,2,3,1,1,0.3333,7,10513,1,524,3
codex-lang-go,direnv__direnv.02040c7,go,33,1,0.0303,0,0,,,0,0,,0,0,0.0,1.0,0,2,3,1,1,0.3333,8,15077,1,995,3
codex-lang-go,doxygen__doxygen.966d98e,go,38,4,0.1053,1,1,1.0,,0,0,,0,0,0.0,0.25,0,4,3,3,2,1.0,10,12947,1,602,15
codex-lang-go,drew-alleman__datasurgeon.d257cee,go,34,1,0.0294,1,0,0.0,0.5588,0,0,,0,0,0.0,0.0,0,1,1,0,0,0.0,7,11932,1,238,3
codex-lang-go,ducaale__xh.4a6e44f,go,31,2,0.0645,2,1,0.5,0.8387,0,0,,0,0,0.5,0.0,0,4,3,3,2,1.0,9,16496,1,917,3
codex-lang-go,duckdb__duckdb.bdb65ec,go,26,4,0.1538,0,0,,,2,0,1.0,2,1,0.25,0.0,0,4,4,2,1,0.5,9,12753,1,655,4
codex-lang-go,dundee__gdu.ede21d2,go,32,1,0.0312,1,0,0.0,0.8438,0,0,,0,0,0.0,1.0,0,3,3,2,1,0.6667,9,13720,1,829,3
codex-lang-go,ecumene__rust-sloth.051c559,go,15,1,0.0667,0,0,,,0,0,,1,0,0.0,1.0,0,2,3,1,1,0.3333,8,9405,1,623,3
codex-lang-go,ekzhang__bore.8e059cd,go,32,5,0.1562,2,0,0.0,0.4375,0,0,,0,0,0.2,0.2,0,2,1,1,0,1.0,10,10211,1,417,3
codex-lang-go,eliukblau__pixterm.1a93fd5,go,23,4,0.1739,2,0,0.0,0.3043,0,0,,0,0,0.25,0.25,0,1,3,0,0,0.0,7,11005,1,410,3
codex-lang-go,elkowar__pipr.fae0b17,go,50,4,0.08,0,0,,,0,0,,3,2,0.75,0.0,0,3,3,2,1,0.6667,8,8512,1,332,3
codex-lang-go,epistates__treemd.825c6dd,go,18,3,0.1667,0,0,,,0,0,,1,0,0.0,0.0,0,3,3,2,1,0.6667,6,14071,1,990,3
codex-lang-go,eradman__entr.8e2e8b4,go,46,3,0.0652,0,0,,,0,0,,0,0,0.3333,0.6667,0,5,3,4,2,1.3333,10,10260,1,437,3
codex-lang-go,esubaalew__run.0fb9dec,go,33,2,0.0606,1,1,1.0,,2,0,1.0,1,0,0.0,0.0,0,4,3,3,2,1.0,10,10602,1,401,3
codex-lang-go,eudoxia0__hashcards.48aa136,go,26,2,0.0769,1,0,0.0,0.6923,0,0,,1,0,0.0,0.5,0,4,3,3,2,1.0,10,10725,1,600,3
codex-lang-go,facebook__zstd.1168da0,go,28,0,0.0,0,0,,,0,0,,0,0,,,0,2,3,1,1,0.3333,17,9917,9,2728,11
codex-lang-go,facebookresearch__fasttext.1142dc4,go,20,2,0.1,0,0,,,0,0,,0,0,0.0,0.0,0,1,3,0,0,0.0,10,12367,1,885,3
codex-lang-go,ffmpeg__ffmpeg.360a402,go,28,2,0.0714,0,0,,,0,0,,0,0,0.0,1.0,0,4,3,3,2,1.0,25,15271,1,803,3
codex-lang-go,filosottile__age.706dfc1,go,30,5,0.1667,0,0,,,1,0,1.0,1,0,0.0,0.0,0,5,3,3,2,1.0,9,17183,112,13868,131
codex-lang-go,foriequal0__git-trim.07c2f50,go,31,4,0.129,0,0,,,0,0,,0,0,0.25,0.25,0,6,3,5,2,1.6667,9,18516,1,707,3
codex-lang-go,gabotechs__dep-tree.60a95a2,go,25,1,0.04,0,0,,,0,1,0.0,0,0,0.0,1.0,0,3,3,2,1,0.6667,11,12736,1,866,3
codex-lang-go,ggreer__the_silver_searcher.a61f178,go,19,1,0.0526,0,0,,,0,0,,0,0,0.0,0.0,0,6,3,5,2,1.6667,9,16032,1,942,3
codex-lang-go,git-bahn__git-graph.87b4473,go,30,2,0.0667,0,0,,,0,0,,0,0,0.5,0.0,0,4,3,3,2,1.0,8,10782,1,546,3
codex-lang-go,go-critic__go-critic.9aea378,go,25,0,0.0,1,0,0.0,0.64,0,0,,0,0,,,0,1,1,0,0,0.0,8,11199,1,449,3
codex-lang-go,google__brotli.b3dc9cc,go,34,2,0.0588,0,0,,,0,0,,0,0,0.0,0.0,0,3,3,2,1,0.6667,19,13967,1,471,3
codex-lang-go,gromacs__gromacs.665ea4c,go,29,3,0.1034,1,0,0.0,0.7586,0,0,,0,0,1.0,0.0,0,0,0,0,0,,9,9624,1,377,2
codex-lang-go,guumaster__hostctl.d6d9699,go,36,4,0.1111,3,1,0.3333,0.8056,0,0,,0,0,0.25,0.5,0,6,3,5,2,1.6667,11,14999,1,920,3
codex-lang-go,hairyhenderson__gomplate.05eb3aa,go,39,7,0.1795,10,4,0.4,0.2821,1,1,0.5,1,0,0.2857,0.4286,1,10,1,9,3,9.0,8,24031,1,1668,3
codex-lang-go,halitechallenge__halite.822cfb6,go,23,2,0.087,0,0,,,0,0,,0,0,0.0,0.0,0,3,3,2,1,0.6667,7,10587,1,625,3
codex-lang-go,hatoo__oha.8dc6349,go,25,2,0.08,1,0,0.0,0.88,0,0,,0,0,1.0,0.0,0,2,3,1,1,0.3333,8,14584,1,425,3
codex-lang-go,hooklift__gowsdl.2a06cec,go,32,1,0.0312,1,0,0.0,0.4375,0,0,,0,0,0.0,1.0,0,1,1,0,0,0.0,11,12542,1,651,3
codex-lang-go,hpjansson__chafa.dd4d4c1,go,35,0,0.0,4,0,0.0,0.3429,0,0,,0,0,,,0,0,0,0,0,,12,17589,1,740,3
codex-lang-go,htop-dev__htop.523600b,go,29,1,0.0345,0,0,,,0,0,,0,0,0.0,0.0,0,4,3,3,2,1.0,9,14280,1,798,3
codex-lang-go,hush-shell__hush.560c33a,go,38,4,0.1053,0,0,,,0,0,,0,0,0.25,0.0,0,6,3,5,2,1.6667,7,15874,1,768,3
codex-lang-go,incu6us__goimports-reviser.81bd549,go,17,0,0.0,0,0,,,0,0,,0,0,,,0,2,3,1,1,0.3333,7,9179,1,507,3
codex-lang-go,ip7z__7zip.839151e,go,25,2,0.08,0,0,,,0,0,,0,0,0.0,0.0,0,5,3,4,2,1.3333,8,15326,1,1115,3
codex-lang-go,ismaelgv__rnr.fc0733b,go,39,4,0.1026,4,1,0.25,0.6667,0,0,,1,0,0.0,0.0,0,3,3,2,1,0.6667,10,14678,1,631,3
codex-lang-go,isona__dirble.e2dea9f,go,33,2,0.0606,2,0,0.0,0.3939,0,0,,0,0,0.0,1.0,0,3,3,2,1,0.6667,10,14156,1,833,3
codex-lang-go,ivanceras__svgbob.6d00ad9,go,26,1,0.0385,0,0,,,0,0,,0,0,0.0,0.0,0,3,2,1,1,0.5,8,10868,1,567,3
codex-lang-go,jarun__nnn.cb2c535,go,25,3,0.12,3,0,0.0,0.72,0,0,,0,0,0.3333,0.6667,0,6,3,5,2,1.6667,9,10548,1,426,3
codex-lang-go,jesseduffield__lazygit.1d0db51,go,20,0,0.0,0,0,,,0,0,,0,0,,,0,1,3,0,0,0.0,7,6345,1,278,4
codex-lang-go,jgm__pandoc.5caad90,go,27,1,0.037,0,0,,,0,0,,0,0,0.0,1.0,0,1,3,0,0,0.0,7,15544,1,1035,3
codex-lang-go,jhspetersson__fselect.c3559ca,go,24,2,0.0833,0,0,,,0,0,,0,0,0.0,0.5,0,5,2,3,1,1.5,10,19176,1,1577,3
codex-lang-go,johanneskaufmann__html-to-markdown.3006818,go,26,6,0.2308,0,0,,,2,0,1.0,1,0,0.0,0.3333,1,9,3,9,4,3.0,9,15604,1,1045,3
codex-lang-go,johnkerl__miller.8d85b46,go,17,0,0.0,0,0,,,0,0,,0,0,,,0,1,3,0,0,0.0,6,10885,1,833,3
codex-lang-go,jonas__tig.8334123,go,33,1,0.0303,0,0,,,0,0,,0,0,0.0,0.0,0,5,3,4,2,1.3333,9,9567,1,245,3
codex-lang-go,jqlang__jq.b33a763,go,27,4,0.1481,0,0,,,3,0,1.0,2,1,0.0,0.25,2,9,3,7,3,2.3333,25,20475,1,1969,3
codex-lang-go,jrnxf__thokr.09375ef,go,32,5,0.1562,1,0,0.0,0.9062,0,0,,0,0,0.0,0.0,0,3,3,2,1,0.6667,9,11276,1,429,3
codex-lang-go,junegunn__fzf.b56d614,go,39,1,0.0256,0,0,,,0,0,,1,0,0.0,0.0,0,5,3,4,2,1.3333,8,16118,1,928,4
codex-lang-go,kaushiksrini__parqeye.8072121,go,38,9,0.2368,0,0,,,0,0,,2,1,0.1111,0.2222,0,3,3,0,0,0.0,12,12304,1,870,3
codex-lang-go,kisielk__errcheck.dacab89,go,26,0,0.0,1,0,0.0,0.5385,0,0,,0,0,,,0,5,1,4,1,4.0,10,13014,1,608,3
codex-lang-go,konradsz__igrep.aa75630,go,35,0,0.0,0,0,,,0,0,,0,0,,,0,3,2,2,1,1.0,8,9084,1,330,3
codex-lang-go,ksxgithub__parallel-disk-usage.96978ed,go,23,1,0.0435,2,0,0.0,0.6522,0,0,,1,0,0.0,0.0,0,0,0,0,0,,8,10435,1,575,3
codex-lang-go,kyoh86__richgo.313114f,go,21,1,0.0476,1,0,0.0,0.3333,0,0,,0,0,1.0,0.0,0,3,3,2,1,0.6667,8,6650,1,184,3
codex-lang-go,kyoheiu__felix.95df390,go,27,3,0.1111,1,1,1.0,,0,0,,0,0,0.0,0.0,0,2,3,1,1,0.3333,9,10771,1,553,3
codex-lang-go,lfos__calcurse.49180d5,go,36,0,0.0,0,0,,,0,1,0.0,0,0,,,0,3,3,2,1,0.6667,11,18547,1,912,3
codex-lang-go,lh3__seqtk.94e7070,go,21,2,0.0952,0,0,,,0,0,,0,0,0.0,0.5,0,3,3,2,1,0.6667,10,14734,1,1275,3
codex-lang-go,lua__lua.c6b4848,go,24,4,0.1667,0,0,,,0,0,,0,0,0.5,0.25,0,6,3,5,2,1.6667,8,13951,1,368,3
codex-lang-go,luajit__luajit.a553b3d,go,37,5,0.1351,1,0,0.0,0.9189,0,0,,0,0,0.2,0.6,0,11,3,10,4,3.3333,10,20478,1,712,3
codex-lang-go,lymphatus__caesium-clt.a529b2e,go,23,0,0.0,0,0,,,0,0,,0,0,,,0,2,3,1,1,0.3333,7,12392,1,829,3
codex-lang-go,lz4__lz4.1519f46,go,25,0,0.0,1,0,0.0,0.92,0,0,,0,0,,,0,3,3,2,1,0.6667,7,11200,1,699,3
codex-lang-go,madler__pigz.fe4894f,go,30,0,0.0,0,0,,,0,0,,0,0,,,0,2,3,1,1,0.3333,10,12914,1,827,3
codex-lang-go,mfridman__tparse.2416b4b,go,21,1,0.0476,2,0,0.0,0.2857,0,0,,0,0,0.0,1.0,0,4,3,3,2,1.0,9,12303,1,727,3
codex-lang-go,mgdm__htmlq.6e31bc8,go,41,6,0.1463,1,0,0.0,0.4634,1,0,1.0,2,1,0.1667,0.3333,0,1,1,0,0,0.0,10,12485,17,9859,97
codex-lang-go,mgechev__revive.201451e,go,20,1,0.05,0,0,,,0,0,,0,0,0.0,1.0,0,6,3,5,2,1.6667,8,14694,1,723,3
codex-lang-go,mibk__dupl.1bf052b,go,41,4,0.0976,2,1,0.5,0.3171,1,0,1.0,1,0,0.0,0.25,0,0,0,0,0,,8,12594,1,254,3
codex-lang-go,mikefarah__yq.602586d,go,29,8,0.2759,1,1,1.0,,4,0,1.0,2,1,0.125,0.125,1,4,4,4,2,1.0,8,14183,1,708,4
codex-lang-go,miserlou__loop.209927c,go,58,2,0.0345,1,0,0.0,0.7931,0,0,,0,0,0.0,0.5,0,2,1,1,0,1.0,9,13140,1,426,3
codex-lang-go,mkj__dropbear.75f699b,go,26,1,0.0385,2,0,0.0,0.6154,0,0,,0,0,0.0,0.0,0,0,0,0,0,,11,9122,1,290,3
codex-lang-go,mookid__diffr.2152742,go,28,0,0.0,0,0,,,0,0,,0,0,,,0,2,3,1,1,0.3333,8,10094,1,617,3
codex-lang-go,multiprocessio__dsq.c3ae0ba,go,25,3,0.12,0,0,,,2,0,1.0,2,1,0.0,0.3333,1,5,3,4,2,1.3333,13,11374,1,646,4
codex-lang-go,nachoparker__dutree.44e877d,go,19,0,0.0,0,0,,,0,0,,0,0,,,0,2,3,1,1,0.3333,9,7781,1,373,3
codex-lang-go,naggie__dstask.ff57396,go,17,3,0.1765,0,0,,,0,0,,0,0,0.3333,0.3333,0,4,3,3,2,1.0,10,15205,1,917,3
codex-lang-go,nikoladucak__caps-log.2cf2d1e,go,38,1,0.0263,0,0,,,0,0,,0,0,0.0,0.0,0,2,3,1,1,0.3333,8,11055,1,489,3
codex-lang-go,nikolassv__bartib.6b9b5ce,go,19,0,0.0,0,0,,,0,0,,0,0,,,0,4,3,1,1,0.3333,8,14235,1,1051,3
codex-lang-go,ninja-build__ninja.cc60300,go,28,2,0.0714,1,1,1.0,,0,0,,0,0,0.0,0.5,0,9,3,8,3,2.6667,9,16401,1,1104,3
codex-lang-go,noborus__ov.b96c2ba,go,47,0,0.0,0,0,,,0,0,,0,0,,,0,4,3,3,2,1.0,7,11451,1,364,4
codex-lang-go,noborus__trdsql.d8c5ff6,go,16,0,0.0,0,0,,,0,0,,0,0,,,0,3,3,2,1,0.6667,10,15377,1,1129,3
codex-lang-go,nukesor__pueue.8b9d6fe,go,15,0,0.0,0,0,,,0,0,,0,0,,,0,1,3,0,0,0.0,7,10233,1,481,3
codex-lang-go,nuta__nsh.bdd0702,go,23,2,0.087,0,0,,,0,0,,0,0,0.0,0.5,0,1,3,0,0,0.0,9,8710,1,249,3
codex-lang-go,o2sh__onefetch.e5958ce,go,25,2,0.08,1,0,0.0,0.64,0,0,,0,0,0.0,1.0,0,3,3,2,1,0.6667,8,14937,1,1078,3
codex-lang-go,ogham__dog.721440b,go,35,2,0.0571,10,2,0.2,0.2286,0,0,,1,0,0.0,0.0,0,5,3,4,2,1.3333,9,15900,1,795,3
codex-lang-go,oppiliappan__eva.41ae245,go,29,2,0.069,0,0,,,0,0,,1,0,0.0,0.5,0,4,3,3,2,1.0,8,11031,1,585,3
codex-lang-go,oppiliappan__statix.e9df54c,go,30,2,0.0667,0,0,,,0,3,0.0,1,0,0.0,0.5,0,10,3,9,4,3.0,9,16778,1,497,3
codex-lang-go,orf__gping.26eb5b9,go,30,3,0.1,3,1,0.3333,0.6,0,0,,1,0,0.3333,0.6667,0,1,1,0,0,0.0,8,9296,1,413,3
codex-lang-go,osgeo__gdal.0847f12,go,25,1,0.04,0,0,,,0,0,,0,0,0.0,0.0,0,5,3,4,2,1.3333,9,19128,1,1221,3
codex-lang-go,osgeo__proj.75d455c,go,22,1,0.0455,0,0,,,0,0,,0,0,1.0,0.0,0,3,3,2,1,0.6667,9,12085,1,579,3
codex-lang-go,paradigmxyz__solar.5190d0e,go,39,1,0.0256,1,0,0.0,0.9487,0,0,,0,0,0.0,1.0,0,4,3,3,2,1.0,10,15703,1,861,3
codex-lang-go,parcel-bundler__lightningcss.aa2ed1e,go,30,1,0.0333,0,0,,,0,0,,0,0,0.0,1.0,0,7,3,6,3,2.0,10,14162,1,733,3
codex-lang-go,peco__peco.4e58dad,go,28,0,0.0,1,0,0.0,0.75,0,0,,0,0,,,0,2,3,1,1,0.3333,8,9750,1,473,3
codex-lang-go,pemistahl__grex.fa3e8ed,go,22,1,0.0455,0,0,,,0,0,,0,0,0.0,1.0,0,9,3,8,3,2.6667,8,15847,1,698,3
codex-lang-go,php__php-src.c891263,go,36,4,0.1111,0,0,,,1,0,1.0,1,0,0.0,0.5,0,18,2,16,6,8.0,11,21548,1,1496,2
codex-lang-go,pier-cli__pier.5e1bde9,go,24,1,0.0417,3,0,0.0,0.6667,0,0,,1,0,1.0,0.0,0,4,3,3,2,1.0,8,14276,1,758,3
codex-lang-go,pls-rs__pls.4e1ae50,go,22,2,0.0909,1,1,1.0,,0,0,,1,0,0.0,0.0,0,4,3,3,2,1.0,8,12281,1,851,3
codex-lang-go,psampaz__go-mod-outdated.bb79367,go,24,0,0.0,2,0,0.0,0.7917,0,2,0.0,0,0,,,0,1,3,0,0,0.0,7,6112,1,182,3
codex-lang-go,quinn-rs__quinn.bb359cc,go,38,4,0.1053,1,0,0.0,0.5263,0,0,,0,0,0.5,0.5,0,1,1,0,0,0.0,10,13116,1,573,3
codex-lang-go,raviqqe__muffet.a882908,go,28,4,0.1429,3,0,0.0,0.2857,0,0,,0,0,0.25,0.5,0,4,3,3,2,1.0,11,13157,1,693,3
codex-lang-go,rbakbashev__elfcat.52f8cc7,go,25,0,0.0,0,0,,,0,0,,0,0,,,0,2,3,1,1,0.3333,7,10135,1,567,3
codex-lang-go,rcoh__angle-grinder.9c2fc88,go,33,0,0.0,0,0,,,0,0,,0,0,,,0,4,3,3,2,1.0,10,16865,1,1385,3
codex-lang-go,rhysd__kiro-editor.4157485,go,23,5,0.2174,0,0,,,0,0,,1,0,0.2,0.2,0,3,3,2,1,0.6667,9,12212,1,783,3
codex-lang-go,riquito__tuc.16fb471,go,17,0,0.0,1,0,0.0,0.6471,0,0,,0,0,,,0,1,1,0,0,0.0,8,9890,1,616,2
codex-lang-go,robertdavidgraham__masscan.b99d433,go,32,0,0.0,0,0,,,0,0,,0,0,,,0,1,3,0,0,0.0,8,9546,1,517,3
codex-lang-go,rochacbruno__marmite.7d4bc2d,go,27,0,0.0,0,0,,,0,0,,0,0,,,0,3,3,2,1,0.6667,9,17581,1,873,3
codex-lang-go,rs__curlie.5dfcbb1,go,23,2,0.087,2,0,0.0,0.5652,0,0,,0,0,0.0,0.0,0,4,3,3,2,1.0,9,9736,1,349,3
codex-lang-go,rs__jplot.2a54bcc,go,34,1,0.0294,1,0,0.0,0.8235,0,0,,0,0,1.0,0.0,0,1,3,0,0,0.0,7,9411,1,292,3
codex-lang-go,rust-embedded__svd2rust.1760b5e,go,30,3,0.1,0,0,,,0,0,,0,0,0.3333,0.3333,0,6,3,5,2,1.6667,8,17137,1,824,3
codex-lang-go,rust-ethereum__ethabi.b1710ad,go,23,3,0.1304,0,0,,,0,0,,0,0,0.3333,0.3333,0,2,3,1,1,0.3333,9,13892,1,925,3
codex-lang-go,rust-lang__mdbook.37273ba,go,30,2,0.0667,0,0,,,1,0,1.0,1,0,0.0,0.0,0,3,3,2,1,0.6667,11,14308,1,1022,3
codex-lang-go,rvben__rumdl.2d75c4d,go,26,1,0.0385,0,0,,,0,1,0.0,1,0,0.0,0.0,0,10,3,9,4,3.0,9,19972,1,888,3
codex-lang-go,samtools__samtools.aa823b5,go,26,2,0.0769,0,0,,,0,0,,0,0,0.0,0.5,0,4,4,2,2,0.5,10,20762,1,1892,3
codex-lang-go,sayanarijit__xplr.1751065,go,59,4,0.0678,1,0,0.0,0.4915,0,0,,0,0,0.25,0.0,0,5,1,4,1,4.0,9,14542,1,305,3
codex-lang-go,sclevine__yj.8016400,go,28,4,0.1429,1,0,0.0,0.6786,1,0,1.0,1,0,0.0,0.25,0,5,3,4,2,1.3333,9,15828,1,999,4
codex-lang-go,segmentio__chamber.5f93f5f,go,21,4,0.1905,1,0,0.0,0.4762,1,0,1.0,1,0,0.25,0.25,0,1,1,0,0,0.0,10,13613,1,105,4
codex-lang-go,sharkdp__bat.f822bd0,go,23,2,0.087,0,0,,,0,0,,0,0,0.0,0.5,0,2,3,1,1,0.3333,8,13553,1,872,3
codex-lang-go,sharkdp__fd.40d8eb3,go,25,1,0.04,1,1,1.0,,0,0,,0,0,0.0,0.0,0,1,3,0,0,0.0,8,13970,1,1254,3
codex-lang-go,sharkdp__hexyl.2e26437,go,27,3,0.1111,5,2,0.4,0.6667,0,0,,1,0,0.0,0.0,0,5,3,4,2,1.3333,8,15466,1,875,3
codex-lang-go,sharkdp__hyperfine.327d5f4,go,28,3,0.1071,1,1,1.0,,1,0,1.0,1,0,0.3333,0.0,0,4,3,3,2,1.0,8,13588,1,908,3
codex-lang-go,sharkdp__pastel.b60e899,go,25,1,0.04,5,1,0.2,0.44,0,0,,0,0,0.0,0.0,0,8,3,7,3,2.3333,10,22527,1,986,3
codex-lang-go,shashwatah__jot.a92aad8,go,19,0,0.0,0,0,,,0,0,,0,0,,,0,1,3,0,0,0.0,8,12278,1,778,3
codex-lang-go,sheepla__pingu.926d475,go,44,6,0.1364,5,0,0.0,0.4318,2,0,1.0,1,0,0.3333,0.0,0,0,0,0,0,,9,9279,1,238,4
codex-lang-go,sibprogrammer__xq.b89f681,go,27,4,0.1481,0,0,,,1,1,0.5,1,0,0.0,0.25,0,6,3,6,3,2.0,7,13193,1,740,3
codex-lang-go,sigoden__argc.04a08f1,go,47,3,0.0638,0,0,,,0,0,,0,0,0.6667,0.0,0,7,3,6,3,2.0,11,18732,1,1272,3
codex-lang-go,simeg__eureka.df3796c,go,30,3,0.1,0,0,,,0,0,,0,0,0.3333,0.0,0,2,3,1,1,0.3333,9,10080,1,238,3
codex-lang-go,sirwart__ripsecrets.34c9e03,go,34,4,0.1176,6,3,0.5,0.5588,0,0,,0,0,0.0,0.25,0,0,0,0,0,,9,10301,1,453,3
codex-lang-go,sitkevij__hex.61ae69b,go,32,2,0.0625,0,0,,,0,0,,0,0,0.0,0.5,0,2,3,1,1,0.3333,10,11009,1,405,3
codex-lang-go,skeema__skeema.6a76243,go,22,0,0.0,0,0,,,0,0,,0,0,,,0,5,3,4,2,1.3333,10,13265,1,606,3
codex-lang-go,sqlite__sqlite.839433d,go,22,0,0.0,0,0,,,0,0,,0,0,,,0,2,3,1,1,0.3333,13,12355,1,1186,3
codex-lang-go,sstadick__hck.b66c751,go,23,0,0.0,0,0,,,0,0,,0,0,,,0,3,3,2,1,0.6667,9,9858,1,598,3
codex-lang-go,stacked-git__stgit.430027d,go,23,1,0.0435,0,0,,,0,0,,0,0,0.0,1.0,0,2,3,1,1,0.3333,9,12893,1,989,3
codex-lang-go,stathissideris__ditaa.f2286c4,go,22,1,0.0455,1,0,0.0,0.9091,0,0,,0,0,1.0,0.0,0,2,3,1,1,0.3333,9,13901,1,480,3
codex-lang-go,stranger6667__jsonschema.d52e881,go,17,1,0.0588,0,0,,,0,0,,0,0,0.0,1.0,0,5,3,4,2,1.3333,7,11981,1,794,3
codex-lang-go,svenstaro__genact.16f96e3,go,21,2,0.0952,0,0,,,0,0,,0,0,0.0,0.5,0,1,3,0,0,0.0,8,9327,1,548,3
codex-lang-go,svenstaro__miniserve.8449e8b,go,20,3,0.15,0,0,,,0,0,,1,0,0.0,0.3333,0,7,3,6,3,2.0,9,18801,1,992,3
codex-lang-go,tarka__xcp.5e5b448,go,27,3,0.1111,6,1,0.1667,0.4815,0,0,,0,0,0.3333,0.6667,0,5,3,4,2,1.3333,10,15078,1,693,3
codex-lang-go,thezoraiz__ascii-image-converter.d05a757,go,24,4,0.1667,1,0,0.0,0.375,0,0,,0,0,0.5,0.25,0,4,4,2,2,0.5,8,12861,1,595,3
