arm,task,pct,pct_ran,compile_ok,n_total_tests,n_ran_tests,n_passed_tests,language,wraps_tool,cost_usd,turns,duration_min,n_skills_invoked,skills_invoked
codex-lang-python,johnkerl__miller.8d85b46,19.1228,19.1228,1,14637,14637,2799,python,0,1.361835,48,4.9860,0,
codex-lang-python,jonas__tig.8334123,83.8588,83.8588,1,1586,1586,1330,python,0,0.913672,35,3.1057,0,
codex-lang-python,jqlang__jq.b33a763,52.5198,52.5198,1,6072,6072,3189,python,0,2.445763,84,13504.7533,0,
codex-lang-python,jrnxf__thokr.09375ef,65.6180,65.6180,1,445,445,292,python,0,0.749450,34,3.5741,0,
codex-lang-python,junegunn__fzf.b56d614,76.6416,76.6416,1,1858,1858,1424,python,0,1.691061,43,6.2152,0,
codex-lang-python,kaushiksrini__parqeye.8072121,33.1942,33.1942,1,479,479,159,python,0,1.763600,51,5.3657,0,
codex-lang-python,kisielk__errcheck.dacab89,34.3109,34.3109,1,341,341,117,python,0,1.438319,38,4.8759,0,
codex-lang-python,konradsz__igrep.aa75630,74.0260,74.0260,1,385,385,285,python,0,0.891335,46,4.3203,0,
codex-lang-python,ksxgithub__parallel-disk-usage.96978ed,65.5367,65.5367,1,531,531,348,python,0,1.186362,41,4.5770,0,
codex-lang-python,kyoh86__richgo.313114f,65.5678,65.5678,1,546,546,358,python,0,1.113989,43,4.9184,0,
codex-lang-python,kyoheiu__felix.95df390,49.6016,85.2740,1,502,292,249,python,0,0.780185,38,3.0046,0,
codex-lang-python,lfos__calcurse.49180d5,52.1021,52.1021,1,666,666,347,python,0,1.911413,52,6.6544,0,
codex-lang-python,lh3__seqtk.94e7070,47.7855,47.7855,1,429,429,205,python,0,1.082484,34,4.5900,0,
codex-lang-python,lua__lua.c6b4848,38.2661,38.2661,1,1338,1338,512,python,0,1.949504,46,6.8539,0,
codex-lang-python,luajit__luajit.a553b3d,30.7718,30.7718,1,2967,2967,913,python,0,0.888782,35,4.2878,0,
codex-lang-python,lymphatus__caesium-clt.a529b2e,84.6957,84.6957,1,575,575,487,python,0,0.894845,40,4.2771,0,
codex-lang-python,lz4__lz4.1519f46,73.7968,73.7968,1,1496,1496,1104,python,0,0.865341,42,4.4298,0,
codex-lang-python,madler__pigz.fe4894f,84.8375,84.8375,1,831,831,705,python,0,0.888242,42,4.1934,0,
codex-lang-python,mfridman__tparse.2416b4b,62.1176,62.1176,1,425,425,264,python,0,1.009825,31,3.9487,0,
codex-lang-python,mgdm__htmlq.6e31bc8,90.0344,90.0344,1,1455,1455,1310,python,0,1.173151,35,4.5145,0,
codex-lang-python,mgechev__revive.201451e,21.1829,21.1829,1,727,727,154,python,0,1.207486,49,5.1665,0,
codex-lang-python,mibk__dupl.1bf052b,77.2118,77.2118,1,373,373,288,python,0,1.402749,47,5.2164,0,
codex-lang-python,mikefarah__yq.602586d,18.2000,18.2000,1,2000,2000,364,python,0,1.232942,35,4.8279,0,
codex-lang-python,miserlou__loop.209927c,70.0000,70.0000,1,710,710,497,python,1,1.202773,79,4.6622,0,
codex-lang-python,mkj__dropbear.75f699b,45.1327,45.1327,1,678,678,306,python,0,0.945597,31,3.0907,0,
codex-lang-python,mookid__diffr.2152742,68.1518,68.1518,1,606,606,413,python,0,1.131509,45,4.1126,0,
codex-lang-python,nachoparker__dutree.44e877d,65.8346,65.8346,1,641,641,422,python,0,1.630237,37,5.7064,0,
codex-lang-python,naggie__dstask.ff57396,55.0078,55.0078,1,1278,1278,703,python,0,1.294652,35,4.8042,0,
codex-lang-python,nikoladucak__caps-log.2cf2d1e,42.1053,42.1053,1,551,551,232,python,0,0.926896,47,3.0031,0,
codex-lang-python,nikolassv__bartib.6b9b5ce,68.6981,68.6981,1,722,722,496,python,1,1.789302,56,6.1284,0,
codex-lang-python,ninja-build__ninja.cc60300,51.6690,51.6690,1,1438,1438,743,python,0,1.524649,41,6.3864,0,
codex-lang-python,noborus__ov.b96c2ba,70.1187,70.1187,1,1854,1854,1300,python,0,1.325289,55,4.2434,0,
codex-lang-python,noborus__trdsql.d8c5ff6,56.4024,56.4024,1,1312,1312,740,python,0,0.855341,31,3.7096,0,
codex-lang-python,nukesor__pueue.8b9d6fe,13.6364,13.6364,1,638,638,87,python,1,1.072944,29,5.1753,0,
codex-lang-python,nuta__nsh.bdd0702,87.0097,87.0097,1,1963,1963,1708,python,0,1.285437,48,4.8747,0,
codex-lang-python,o2sh__onefetch.e5958ce,65.0086,65.0086,1,1166,1166,758,python,0,1.170037,33,5.6015,0,
codex-lang-python,ogham__dog.721440b,71.6154,71.6154,1,1300,1300,931,python,0,1.149227,40,4.8987,0,
codex-lang-python,oppiliappan__eva.41ae245,72.0701,72.0701,1,913,913,658,python,0,0.937151,34,3.7808,0,
codex-lang-python,oppiliappan__statix.e9df54c,53.9877,53.9877,1,815,815,440,python,0,1.196609,44,4.8868,0,
codex-lang-python,orf__gping.26eb5b9,67.2566,67.2566,1,339,339,228,python,0,0.793898,39,3.0767,0,
codex-lang-python,osgeo__gdal.0847f12,15.0685,15.0685,1,657,657,99,python,0,1.011695,33,4.9852,0,
codex-lang-python,osgeo__proj.75d455c,26.6779,26.6779,1,5319,5319,1419,python,0,1.397501,54,6.0870,0,
codex-lang-python,paradigmxyz__solar.5190d0e,39.5854,39.5854,1,1978,1978,783,python,0,0.855061,37,3.8651,0,
codex-lang-python,parcel-bundler__lightningcss.aa2ed1e,51.5205,51.5205,1,2828,2828,1457,python,0,1.272884,37,4.9664,0,
codex-lang-python,peco__peco.4e58dad,65.6863,65.6863,1,1224,1224,804,python,0,0.965862,31,3.3662,0,
codex-lang-python,pemistahl__grex.fa3e8ed,75.0762,75.0762,1,1312,1312,985,python,0,1.065647,36,4.6334,0,
codex-lang-python,php__php-src.c891263,2.8205,2.8205,1,14288,14288,403,python,0,1.445552,49,5.7793,0,
codex-lang-python,pier-cli__pier.5e1bde9,68.2081,68.2081,1,692,692,472,python,0,1.028406,47,4.9006,0,
codex-lang-python,pls-rs__pls.4e1ae50,40.9639,40.9639,1,332,332,136,python,0,1.174559,39,4.9399,0,
codex-lang-python,psampaz__go-mod-outdated.bb79367,70.8772,70.8772,1,285,285,202,python,0,0.765356,33,3.6914,0,
codex-lang-python,quinn-rs__quinn.bb359cc,64.5594,64.5594,1,522,522,337,python,0,0.000000,0,0.0000,0,
codex-lang-python,raviqqe__muffet.a882908,81.5700,81.5700,1,293,293,239,python,0,1.064881,37,4.8174,0,
codex-lang-python,rbakbashev__elfcat.52f8cc7,65.7801,65.7801,1,564,564,371,python,0,0.831215,29,3.5282,0,
codex-lang-python,rcoh__angle-grinder.9c2fc88,30.3540,30.3540,1,1130,1130,343,python,0,1.453957,53,5.4581,0,
codex-lang-python,rhysd__kiro-editor.4157485,77.3109,77.3109,1,595,595,460,python,0,0.992562,33,4.1797,0,
codex-lang-python,riquito__tuc.16fb471,77.9264,77.9264,1,1196,1196,932,python,0,1.299676,39,4.5745,0,
codex-lang-python,robertdavidgraham__masscan.b99d433,48.3719,48.3719,1,2549,2549,1233,python,0,1.050642,35,5.1596,0,
codex-lang-python,rochacbruno__marmite.7d4bc2d,39.5210,39.5210,1,668,668,264,python,1,0.826318,29,4.4602,0,
codex-lang-python,rs__curlie.5dfcbb1,80.5991,80.5991,1,701,701,565,python,0,1.757236,56,6.8093,0,
codex-lang-python,rs__jplot.2a54bcc,68.6106,68.6106,1,583,583,400,python,0,1.189378,37,3.1605,0,
codex-lang-python,rust-embedded__svd2rust.1760b5e,54.2391,54.2391,1,920,920,499,python,0,0.988928,33,4.7354,0,
codex-lang-python,rust-ethereum__ethabi.b1710ad,64.9950,64.9950,1,997,997,648,python,0,1.075054,44,4.3641,0,
codex-lang-python,rust-lang__mdbook.37273ba,51.5260,51.5260,1,1114,1114,574,python,1,1.117359,39,5.0774,0,
codex-lang-python,rvben__rumdl.2d75c4d,29.6207,29.6207,1,3322,3322,984,python,1,1.096977,35,5.3443,0,
codex-lang-python,samtools__samtools.aa823b5,18.3158,18.3158,1,1425,1425,261,python,0,1.543407,45,6.5017,0,
codex-lang-python,sayanarijit__xplr.1751065,62.0525,62.0525,1,419,419,260,python,0,1.041986,50,4.2889,0,
codex-lang-python,sclevine__yj.8016400,64.6675,64.6675,1,767,767,496,python,0,1.410185,37,5.1902,0,
codex-lang-python,segmentio__chamber.5f93f5f,72.1396,72.1396,1,1748,1748,1261,python,0,1.327288,39,5.2845,0,
codex-lang-python,sharkdp__bat.f822bd0,46.6834,46.6834,1,799,799,373,python,0,1.056593,35,4.5823,0,
codex-lang-python,sharkdp__fd.40d8eb3,75.5466,75.5466,1,1235,1235,933,python,0,1.560271,50,5.8421,0,
codex-lang-python,sharkdp__hexyl.2e26437,61.3687,61.3687,1,906,906,556,python,0,0.925952,40,3.6698,0,
codex-lang-python,sharkdp__pastel.b60e899,71.2747,71.2747,1,1114,1114,794,python,0,0.983744,20,4.3406,0,
codex-lang-python,shashwatah__jot.a92aad8,79.6543,79.6543,1,752,752,599,python,0,1.162757,27,4.5456,0,
codex-lang-python,sheepla__pingu.926d475,87.2063,87.2063,1,383,383,334,python,0,0.850905,38,3.9148,0,
codex-lang-python,sibprogrammer__xq.b89f681,64.7727,64.7727,1,792,792,513,python,0,1.402718,37,4.6177,0,
codex-lang-python,sigoden__argc.04a08f1,13.9698,13.9698,1,995,995,139,python,1,2.602584,69,8.0581,0,
codex-lang-python,simeg__eureka.df3796c,67.4419,67.4419,1,344,344,232,python,0,1.484342,47,4.0171,0,
codex-lang-python,sirwart__ripsecrets.34c9e03,84.7791,84.7791,1,611,611,518,python,1,1.374815,48,5.2132,0,
codex-lang-python,sitkevij__hex.61ae69b,66.2211,66.2211,1,823,823,545,python,0,1.223041,38,3.9252,0,
codex-lang-python,skeema__skeema.6a76243,52.8103,52.8103,1,1708,1708,902,python,1,1.354269,42,5.0265,0,
codex-lang-python,sqlite__sqlite.839433d,0.7992,40.7547,1,13514,265,108,python,0,1.666127,46,11988.5306,0,
codex-lang-python,sstadick__hck.b66c751,89.2398,89.2398,1,855,855,763,python,0,0.694864,41,3.6518,0,
codex-lang-python,stacked-git__stgit.430027d,35.2586,36.7133,1,1489,1430,525,python,0,1.001552,27,4.7809,0,
codex-lang-python,stranger6667__jsonschema.d52e881,50.8694,80.9111,1,2933,1844,1492,python,0,1.498389,54,5.0669,0,
codex-lang-python,svenstaro__genact.16f96e3,18.1034,18.1034,1,232,232,42,python,0,0.000000,0,0.0000,0,
codex-lang-python,svenstaro__miniserve.8449e8b,75.0000,81.1388,1,304,281,228,python,0,0.987007,27,8.1995,0,
codex-lang-python,thezoraiz__ascii-image-converter.d05a757,44.7312,44.7312,1,465,465,208,python,0,1.164979,37,3.9754,0,
codex-lang-python,tomarrell__wrapcheck.c058da1,18.9583,18.9583,1,480,480,91,python,0,0.850314,26,3.1798,0,
codex-lang-python,tomnomnom__gron.88a6234,0.4464,0.4464,1,224,224,1,python,0,0.891412,48,3.8125,0,
codex-lang-python,trasta298__keifu.3331426,66.0305,66.0305,1,262,262,173,python,0,1.060480,40,3.5253,0,
codex-lang-python,tree-sitter__tree-sitter.5e23cca,31.4935,31.4935,1,1232,1232,388,python,1,1.942991,53,6.0222,0,
codex-lang-python,tstack__lnav.ee34494,6.2626,6.2626,1,990,990,62,python,0,0.952819,36,3.9101,0,
codex-lang-python,tukaani-project__xz.1007bf0,35.8865,75.5224,1,1410,670,506,python,0,1.225386,61,11693.6378,0,
codex-lang-python,typst__typst.88356d0,35.6148,35.6148,1,1724,1724,614,python,1,1.120765,43,4.4544,0,
codex-lang-python,unhappychoice__gittype.34b72d0,49.1228,49.1228,1,741,741,364,python,0,1.289713,46,4.5270,0,
codex-lang-python,universal-ctags__ctags.243595e,9.7874,9.7874,1,2258,2258,221,python,0,0.917848,31,7.8166,0,
codex-lang-python,wfxr__code-minimap.0ddeea5,52.3962,52.3962,1,313,313,164,python,0,2.598981,65,9.5794,0,
codex-lang-python,wfxr__csview.8ac4de0,95.5224,95.5224,1,335,335,320,python,0,1.361448,53,5.5698,0,
codex-lang-python,wgunderwood__tex-fmt.3f1aef6,63.5165,66.8981,1,455,432,289,python,0,2.356541,59,7.5049,0,
codex-lang-python,wintermute-cell__ngrrram.8ea13c3,72.6073,72.6073,1,303,303,220,python,0,1.301020,46,5.0713,0,
codex-lang-python,xampprocky__tokei.505d648,46.7213,46.7213,1,732,732,342,python,0,0.974426,34,4.8410,0,
codex-lang-python,xorg62__tty-clock.f2f847c,67.2598,67.2598,1,281,281,189,python,0,1.115141,34,2.9917,0,
codex-lang-python,y2z__monolith.8702e66,50.7714,50.7714,1,713,713,362,python,0,0.834612,23,3.7493,0,
codex-lang-python,yaa110__nomino.f892499,70.9265,70.9265,1,313,313,222,python,0,1.159175,45,4.2718,0,
codex-lang-python,yassinebridi__serpl.c48a9d7,58.0717,58.0717,1,446,446,259,python,0,0.585207,44,2.7956,0,
codex-lang-python,yoav-lavi__melody.f4af9b4,64.4813,64.4813,1,1205,1205,777,python,0,1.199156,36,5.7412,0,
codex-lang-python,ys-l__flamelens.0b4dc33,36.6071,36.6071,1,224,224,82,python,0,0.667048,42,2.8510,0,
codex-lang-python,zevv__duc.a58fa4e,71.3959,71.3959,1,874,874,624,python,0,1.535671,39,6.0162,0,
codex-lang-python,zk-org__zk.10d93d5,19.6751,19.6751,1,1108,1108,218,python,0,1.172910,42,4.4860,0,
codex-lang-ts,abishekvashok__cmatrix.5c082c6,97.2387,97.2387,1,507,507,493,ts,0,1.292797,37,4.1661,0,
codex-lang-ts,agourlay__zip-password-finder.704700d,84.5588,84.5588,1,680,680,575,ts,0,1.571732,45,7.4005,0,
codex-lang-ts,ajeetdsouza__zoxide.67ca1bc,59.6987,59.6987,1,531,531,317,ts,1,1.938381,47,6.4075,0,
codex-lang-ts,alexpovel__srgn.89f943b,59.8272,59.8272,1,1852,1852,1108,ts,0,0.921587,46,4.4836,0,
codex-lang-ts,altdesktop__i3-style.f93821b,50.4638,76.8362,1,539,354,272,ts,1,1.866425,50,7.2458,0,
codex-lang-ts,ammarabouzor__tui-journal.2b4540d,57.9886,57.9886,1,1402,1402,813,ts,0,1.236974,47,5.3609,0,
codex-lang-ts,anordal__shellharden.6a6ffd4,72.0548,72.0548,1,1095,1095,789,ts,0,1.292568,35,4.6374,0,
codex-lang-ts,antonmedv__fx.86d0d34,71.7636,71.7636,1,2047,2047,1469,ts,1,1.243079,43,4.5463,0,
codex-lang-ts,antonmedv__walk.bf802ef,75.1064,75.1064,1,470,470,353,ts,1,1.642162,53,5.3782,0,
codex-lang-ts,ariga__atlas.6d81150,49.4689,49.4689,1,1318,1318,652,ts,1,1.889482,42,5.9776,0,
codex-lang-ts,arq5x__bedtools2.dd57059,27.3504,27.3504,1,1053,1053,288,ts,0,1.866252,40,11.2221,0,
codex-lang-ts,arthursonzogni__json-tui.17a22b6,70.9934,70.9934,1,755,755,536,ts,1,1.378633,54,5.4378,0,
codex-lang-ts,ast-grep__ast-grep.dde0fe0,11.4512,11.4512,1,882,882,101,ts,0,1.152686,42,4.3966,0,
codex-lang-ts,astaxie__bat.17d1080,55.2704,55.2704,1,1091,1091,603,ts,1,1.310208,38,5.1471,0,
codex-lang-ts,astro__deadnix.d590041,72.5914,72.5914,1,602,602,437,ts,0,1.435633,42,5.4200,0,
codex-lang-ts,axodotdev__oranda.27d60c7,56.7145,58.5464,1,767,743,435,ts,1,1.243976,41,5.1248,0,
codex-lang-ts,bellard__quickjs.d7ae12a,59.7561,59.7561,1,3034,3034,1813,ts,0,1.402308,59,5.4362,0,
codex-lang-ts,bensadeh__tailspin.6278437,72.5203,72.5203,1,615,615,446,ts,0,1.852909,52,5.3474,0,
codex-lang-ts,blacknon__hwatch.edfcb62,57.8740,94.0800,1,1016,625,588,ts,0,1.383019,54,5.2380,0,
codex-lang-ts,blake3-team__blake3.15e83a5,89.3354,89.3354,1,647,647,578,ts,0,1.570522,39,6.2168,0,
codex-lang-ts,bootandy__dust.62bf1e1,59.9315,59.9315,1,584,584,350,ts,0,2.116510,44,7.0184,0,
codex-lang-ts,boyter__scc.515f91c,12.9310,12.9310,1,464,464,60,ts,1,2.060071,48,6.4389,0,
codex-lang-ts,brocode__fblog.3b54330,70.6544,70.6544,1,978,978,691,ts,0,1.560382,52,5.6325,0,
codex-lang-ts,burntsushi__ripgrep.3b7fd44,58.8265,58.8265,1,1994,1994,1173,ts,1,1.574367,41,6.0646,0,
codex-lang-ts,burntsushi__xsv.f430466,42.9780,76.3910,1,1182,665,508,ts,0,1.361141,30,5.2477,0,
codex-lang-ts,byron__dua-cli.8570c15,75.3173,75.3173,1,709,709,534,ts,0,1.341653,38,4.6075,0,
codex-lang-ts,canop__broot.d6c798e,41.5584,84.2105,1,539,266,224,ts,1,1.737632,45,5.0133,0,
codex-lang-ts,canop__rhit.ae90bcb,54.3452,54.3452,1,817,817,444,ts,1,1.459522,36,5.1049,0,
codex-lang-ts,cheat__cheat.b8098dc,47.1380,47.1380,1,297,297,140,ts,1,1.115530,45,4.4968,0,
codex-lang-ts,chirlu__sox.42b3557,30.8652,30.8652,1,1202,1202,371,ts,0,1.219316,32,5.1714,0,
codex-lang-ts,chmln__handlr.90e78ba,72.1607,72.1607,1,722,722,521,ts,0,1.130768,41,5.2073,0,
codex-lang-ts,chmln__sd.87d1ba5,84.8148,84.8148,1,810,810,687,ts,1,0.906570,39,3.6526,0,
codex-lang-ts,clog-tool__clog-cli.7066cba,73.3913,73.3913,1,575,575,422,ts,0,1.405631,53,5.3769,0,
codex-lang-ts,cmatsuoka__figlet.202a0a8,37.9587,84.0102,1,872,394,331,ts,0,1.980655,50,6.7361,0,
codex-lang-ts,codesnap-rs__codesnap.f81e4f3,53.2399,53.2399,1,571,571,304,ts,1,0.000000,0,0.0000,0,
codex-lang-ts,cordx56__rustowl.655bc5c,66.2139,66.2139,1,589,589,390,ts,0,1.337743,37,4.2766,0,
codex-lang-ts,crowdagger__crowbook.ea214d7,32.5898,32.5898,1,807,807,263,ts,1,1.212661,46,4.8282,0,
codex-lang-ts,cslarsen__jp2a.61d205f,36.4501,39.1156,1,631,588,230,ts,1,2.733997,60,8.8247,0,
codex-lang-ts,cweill__gotests.2a672c5,38.1426,38.1426,1,603,603,230,ts,1,2.122815,53,6.9105,0,
codex-lang-ts,dalance__amber.69a0f52,64.0708,64.4128,1,565,562,362,ts,0,1.045507,35,4.1767,0,
codex-lang-ts,dandavison__delta.acd758f,23.1579,23.1579,1,950,950,220,ts,0,1.155442,43,4.3441,0,
codex-lang-ts,danmar__cppcheck.0a5b103,17.4506,17.4506,1,2126,2126,371,ts,1,1.542595,48,4.7672,0,
codex-lang-ts,direnv__direnv.02040c7,47.8210,47.8210,1,849,849,406,ts,1,2.919771,58,8.0998,0,
codex-lang-ts,doxygen__doxygen.966d98e,30.5677,30.5677,1,229,229,70,ts,0,1.128032,39,4.4371,0,
codex-lang-ts,drew-alleman__datasurgeon.d257cee,61.7530,61.7530,1,502,502,310,ts,0,0.812419,26,3.8606,0,
codex-lang-ts,ducaale__xh.4a6e44f,35.6960,35.6960,1,1171,1171,418,ts,1,1.342466,42,5.4144,0,
codex-lang-ts,duckdb__duckdb.bdb65ec,6.9558,6.9558,1,5650,5650,393,ts,0,1.734749,43,6.9974,0,
codex-lang-ts,dundee__gdu.ede21d2,63.4798,63.4798,1,1161,1161,737,ts,0,1.099113,44,4.9387,0,
codex-lang-ts,ecumene__rust-sloth.051c559,50.7895,50.7895,1,380,380,193,ts,0,1.323125,32,4.0470,0,
codex-lang-ts,ekzhang__bore.8e059cd,42.3858,57.3883,1,394,291,167,ts,0,1.238371,49,4.8976,0,
codex-lang-ts,elkowar__pipr.fae0b17,46.6667,46.6667,1,525,525,245,ts,0,1.032922,51,4.5832,0,
codex-lang-ts,epistates__treemd.825c6dd,46.2078,46.2078,1,1569,1569,725,ts,1,1.553138,41,6.3334,0,
codex-lang-ts,eradman__entr.8e2e8b4,41.1263,84.5614,1,586,285,241,ts,0,1.263380,45,4.8240,0,
codex-lang-ts,esubaalew__run.0fb9dec,43.8944,43.8944,1,1212,1212,532,ts,1,1.267890,51,4.4858,0,
codex-lang-ts,eudoxia0__hashcards.48aa136,62.7085,63.5821,1,1019,1005,639,ts,1,1.419050,46,5.1948,0,
codex-lang-ts,facebook__zstd.1168da0,60.0589,60.0589,1,2038,2038,1224,ts,1,1.370389,50,5.6914,0,
codex-lang-ts,facebookresearch__fasttext.1142dc4,50.3205,50.3205,1,312,312,157,ts,0,0.969044,27,3.8855,0,
codex-lang-ts,ffmpeg__ffmpeg.360a402,6.2295,6.2295,1,3050,3050,190,ts,1,1.651073,64,6.1527,0,
codex-lang-ts,filosottile__age.706dfc1,35.9467,35.9467,1,676,676,243,ts,0,1.615786,42,6.0088,0,
codex-lang-ts,foriequal0__git-trim.07c2f50,51.2770,51.2770,1,509,509,261,ts,1,1.128778,41,4.6297,0,
codex-lang-ts,gabotechs__dep-tree.60a95a2,53.9884,53.9884,1,865,865,467,ts,1,1.610354,54,5.5896,0,
codex-lang-ts,git-bahn__git-graph.87b4473,75.0000,75.0000,1,568,568,426,ts,0,1.791442,48,6.2726,0,
codex-lang-ts,go-critic__go-critic.9aea378,20.6897,20.6897,1,493,493,102,ts,1,1.087595,39,4.2669,0,
codex-lang-ts,google__brotli.b3dc9cc,1.1338,100.0000,1,441,5,5,ts,0,2.136411,71,16092.6053,0,
codex-lang-ts,gromacs__gromacs.665ea4c,3.9357,3.9357,1,1245,1245,49,ts,0,1.326326,51,5.0218,0,
codex-lang-ts,guumaster__hostctl.d6d9699,57.1831,57.2907,1,1065,1063,609,ts,1,1.263504,37,5.0539,0,
codex-lang-ts,hairyhenderson__gomplate.05eb3aa,36.2953,36.2953,1,2926,2926,1062,ts,0,0.000000,0,0.0000,0,
codex-lang-ts,halitechallenge__halite.822cfb6,58.1818,58.1818,1,275,275,160,ts,0,1.466534,41,4.9001,0,
codex-lang-ts,hatoo__oha.8dc6349,63.4038,63.4038,1,899,899,570,ts,1,1.155187,37,4.8908,0,
codex-lang-ts,hooklift__gowsdl.2a06cec,61.8926,61.8926,1,391,391,242,ts,0,1.265803,43,4.9616,0,
codex-lang-ts,hpjansson__chafa.dd4d4c1,16.5717,16.5717,1,1931,1931,320,ts,0,1.296107,41,5.4168,0,
codex-lang-ts,htop-dev__htop.523600b,90.0433,90.0433,1,693,693,624,ts,0,1.236791,43,4.3791,0,
codex-lang-ts,hush-shell__hush.560c33a,14.6545,14.6545,1,1201,1201,176,ts,0,1.441860,49,5.3200,0,
codex-lang-ts,incu6us__goimports-reviser.81bd549,54.3860,54.3860,1,513,513,279,ts,0,1.580832,43,6.4187,0,
codex-lang-ts,ip7z__7zip.839151e,32.9818,32.9818,1,1043,1043,344,ts,0,0.769259,29,3.8287,0,
codex-lang-ts,ismaelgv__rnr.fc0733b,76.4275,76.4275,1,683,683,522,ts,0,1.280236,45,4.9243,0,
codex-lang-ts,isona__dirble.e2dea9f,59.8886,59.8886,1,718,718,430,ts,0,1.233587,39,5.1812,0,
codex-lang-ts,ivanceras__svgbob.6d00ad9,33.6864,33.6864,1,472,472,159,ts,1,1.252534,40,4.1570,0,
codex-lang-ts,jarun__nnn.cb2c535,59.8326,68.5851,1,478,417,286,ts,0,0.891917,42,3.0704,0,
codex-lang-ts,jesseduffield__lazygit.1d0db51,49.4737,49.4737,1,855,855,423,ts,1,1.077549,39,3.1746,0,
codex-lang-ts,jgm__pandoc.5caad90,11.4384,11.4384,1,5228,5228,598,ts,1,1.439285,46,6.7535,0,
codex-lang-ts,jhspetersson__fselect.c3559ca,52.2953,52.2953,1,3115,3115,1629,ts,0,3.059166,63,8.6008,0,
codex-lang-ts,johanneskaufmann__html-to-markdown.3006818,59.2090,59.2090,1,885,885,524,ts,0,1.854086,50,6.3454,0,
codex-lang-ts,johnkerl__miller.8d85b46,17.1142,17.1142,1,14637,14637,2505,ts,0,1.633677,37,5.3869,0,
codex-lang-ts,jonas__tig.8334123,83.1021,83.1021,1,1586,1586,1318,ts,1,0.770662,35,2.7263,0,
codex-lang-ts,jqlang__jq.b33a763,42.7372,42.7372,1,6072,6072,2595,ts,1,2.236409,63,13607.1267,0,
codex-lang-ts,jrnxf__thokr.09375ef,69.6629,69.6629,1,445,445,310,ts,0,1.336942,44,5.7456,0,
codex-lang-ts,junegunn__fzf.b56d614,77.4489,77.4489,1,1858,1858,1439,ts,1,2.558838,74,7.8068,0,
codex-lang-ts,kaushiksrini__parqeye.8072121,45.3027,45.3027,1,479,479,217,ts,0,1.587101,42,5.1984,0,
codex-lang-ts,kisielk__errcheck.dacab89,37.2434,37.2434,1,341,341,127,ts,0,1.752211,38,6.3911,0,
codex-lang-ts,konradsz__igrep.aa75630,71.4286,71.4286,1,385,385,275,ts,0,1.029331,41,4.3907,0,
codex-lang-ts,ksxgithub__parallel-disk-usage.96978ed,65.1601,65.1601,1,531,531,346,ts,0,1.475779,45,5.5070,0,
codex-lang-ts,kyoh86__richgo.313114f,80.0366,80.0366,1,546,546,437,ts,0,1.145243,33,5.3728,0,
codex-lang-ts,kyoheiu__felix.95df390,52.1912,89.7260,1,502,292,262,ts,1,1.901390,49,7.2591,0,
codex-lang-ts,lfos__calcurse.49180d5,31.3814,31.3814,1,666,666,209,ts,1,1.908528,54,6.5934,0,
codex-lang-ts,lh3__seqtk.94e7070,42.8904,42.8904,1,429,429,184,ts,0,0.972825,38,3.8281,0,
codex-lang-ts,lua__lua.c6b4848,47.1599,47.1599,1,1338,1338,631,ts,0,1.387315,29,5.1646,0,
codex-lang-ts,luajit__luajit.a553b3d,34.9174,34.9174,1,2967,2967,1036,ts,0,1.484725,43,5.9762,0,
codex-lang-ts,lymphatus__caesium-clt.a529b2e,70.6087,70.6087,1,575,575,406,ts,0,0.976070,44,4.6907,0,
codex-lang-ts,lz4__lz4.1519f46,72.5936,72.5936,1,1496,1496,1086,ts,0,1.258377,39,5.1921,0,
codex-lang-ts,madler__pigz.fe4894f,78.8207,78.8207,1,831,831,655,ts,0,0.920610,30,4.2625,0,
codex-lang-ts,mfridman__tparse.2416b4b,67.5294,67.5294,1,425,425,287,ts,0,1.281664,33,4.5972,0,
codex-lang-ts,mgdm__htmlq.6e31bc8,89.7595,89.7595,1,1455,1455,1306,ts,1,2.370699,66,7.9871,0,
codex-lang-ts,mgechev__revive.201451e,21.5956,21.5956,1,727,727,157,ts,0,1.204008,55,5.1839,0,
codex-lang-ts,mibk__dupl.1bf052b,76.1394,76.1394,1,373,373,284,ts,0,1.330371,42,4.2899,0,
codex-lang-ts,mikefarah__yq.602586d,16.4000,16.4000,1,2000,2000,328,ts,1,1.711029,37,5.9400,0,
codex-lang-ts,miserlou__loop.209927c,47.7465,47.7465,1,710,710,339,ts,1,1.306610,50,5.1181,0,
codex-lang-ts,mkj__dropbear.75f699b,64.1593,64.1593,1,678,678,435,ts,0,1.619357,49,4.3161,0,
codex-lang-ts,mookid__diffr.2152742,65.6766,65.6766,1,606,606,398,ts,1,1.146742,39,4.5478,0,
codex-lang-ts,nachoparker__dutree.44e877d,42.1217,42.1217,1,641,641,270,ts,0,0.845106,34,3.7937,0,
codex-lang-ts,naggie__dstask.ff57396,52.0344,52.0344,1,1278,1278,665,ts,0,1.954346,44,7.0968,0,
codex-lang-ts,nikoladucak__caps-log.2cf2d1e,48.2759,48.2759,1,551,551,266,ts,0,1.296272,42,4.1658,0,
codex-lang-ts,nikolassv__bartib.6b9b5ce,64.9584,64.9584,1,722,722,469,ts,1,1.778276,52,6.1902,0,
codex-lang-ts,ninja-build__ninja.cc60300,50.2782,50.2782,1,1438,1438,723,ts,1,1.269918,41,4.6381,0,
