arm,task,pct,pct_ran,compile_ok,n_total_tests,n_ran_tests,n_passed_tests,language,wraps_tool,cost_usd,turns,duration_min,n_skills_invoked,skills_invoked
codex-lang-c,git-bahn__git-graph.87b4473,67.0775,67.0775,1,568,568,381,c,0,0.833602,36,3.8028,0,
codex-lang-c,go-critic__go-critic.9aea378,27.3834,27.3834,1,493,493,135,c,0,1.106637,38,4.8088,0,
codex-lang-c,google__brotli.b3dc9cc,36.7347,36.7347,1,441,441,162,c,0,1.947292,68,14840.6829,0,
codex-lang-c,gromacs__gromacs.665ea4c,1.5261,1.5261,1,1245,1245,19,c,0,1.077254,47,4.9181,0,
codex-lang-c,guumaster__hostctl.d6d9699,58.2303,58.2303,1,1051,1051,612,c,0,1.038715,33,5.0788,0,
codex-lang-c,hairyhenderson__gomplate.05eb3aa,33.0485,33.0485,1,2926,2926,967,c,0,2.254067,45,7.6123,0,
codex-lang-c,halitechallenge__halite.822cfb6,46.1818,46.1818,1,275,275,127,c,0,1.007051,36,4.4699,0,
codex-lang-c,hatoo__oha.8dc6349,46.8298,47.3566,1,899,889,421,c,1,1.285697,34,5.9281,0,
codex-lang-c,hooklift__gowsdl.2a06cec,66.4962,66.4962,1,391,391,260,c,0,0.000000,0,0.0000,0,
codex-lang-c,hpjansson__chafa.dd4d4c1,13.9306,13.9306,1,1931,1931,269,c,0,1.220671,44,14824.7194,0,
codex-lang-c,htop-dev__htop.523600b,90.6205,90.6205,1,693,693,628,c,0,1.026724,31,3.9224,0,
codex-lang-c,hush-shell__hush.560c33a,8.3264,8.3264,1,1201,1201,100,c,0,1.487057,41,5.2206,0,
codex-lang-c,incu6us__goimports-reviser.81bd549,61.7934,61.7934,1,513,513,317,c,0,1.281502,36,6.1760,0,
codex-lang-c,ip7z__7zip.839151e,27.4209,27.4209,1,1043,1043,286,c,0,1.084548,38,5.2070,0,
codex-lang-c,ismaelgv__rnr.fc0733b,67.7892,67.7892,1,683,683,463,c,0,0.875920,23,4.3031,0,
codex-lang-c,isona__dirble.e2dea9f,61.4206,61.4206,1,718,718,441,c,0,1.656264,46,6.5186,0,
codex-lang-c,ivanceras__svgbob.6d00ad9,33.6864,33.6864,1,472,472,159,c,0,1.357024,50,5.2627,0,
codex-lang-c,jarun__nnn.cb2c535,64.5702,68.2927,1,477,451,308,c,0,1.201623,37,4.3002,0,
codex-lang-c,jesseduffield__lazygit.1d0db51,20.3509,65.6604,1,855,265,174,c,1,0.769172,30,3.2312,0,
codex-lang-c,jgm__pandoc.5caad90,7.5172,7.5172,1,5228,5228,393,c,0,1.123649,37,5.5690,0,
codex-lang-c,jhspetersson__fselect.c3559ca,40.6100,40.6100,1,3115,3115,1265,c,0,1.764580,41,7.2473,0,
codex-lang-c,johanneskaufmann__html-to-markdown.3006818,70.9605,70.9605,1,885,885,628,c,0,1.422688,42,6.6847,0,
codex-lang-c,johnkerl__miller.8d85b46,15.8434,15.8434,1,14637,14637,2319,c,0,1.160084,37,5.1959,0,
codex-lang-c,jonas__tig.8334123,83.1652,83.1652,1,1586,1586,1319,c,0,1.106127,42,6.0864,0,
codex-lang-c,jqlang__jq.b33a763,28.9855,28.9855,1,6072,6072,1760,c,0,1.735744,38,14257.8945,0,
codex-lang-c,jrnxf__thokr.09375ef,72.5843,72.5843,1,445,445,323,c,0,1.222131,35,6.4577,0,
codex-lang-c,junegunn__fzf.b56d614,71.6900,71.6900,1,1858,1858,1332,c,0,1.376006,43,6.4555,0,
codex-lang-c,kaushiksrini__parqeye.8072121,53.0271,53.0271,1,479,479,254,c,0,1.088209,41,4.2918,0,
codex-lang-c,kisielk__errcheck.dacab89,30.2053,30.2053,1,341,341,103,c,0,0.862356,27,4.1203,0,
codex-lang-c,konradsz__igrep.aa75630,69.6104,69.6104,1,385,385,268,c,0,0.882604,31,4.0493,0,
codex-lang-c,ksxgithub__parallel-disk-usage.96978ed,64.2185,64.2185,1,531,531,341,c,0,1.037115,36,5.1889,0,
codex-lang-c,kyoh86__richgo.313114f,50.3663,50.3663,1,546,546,275,c,0,0.718164,37,2.8524,0,
codex-lang-c,kyoheiu__felix.95df390,49.0040,84.2466,1,502,292,246,c,0,1.064021,53,5.2283,0,
codex-lang-c,lfos__calcurse.49180d5,41.7417,41.7417,1,666,666,278,c,0,2.122440,50,8.5526,0,
codex-lang-c,lh3__seqtk.94e7070,42.6573,42.6573,1,429,429,183,c,0,1.162358,34,5.6749,0,
codex-lang-c,lua__lua.c6b4848,22.4963,22.4963,1,1338,1338,301,c,0,1.948151,60,7.2252,0,
codex-lang-c,luajit__luajit.a553b3d,22.3458,22.3458,1,2967,2967,663,c,0,1.599811,40,7.7014,0,
codex-lang-c,lymphatus__caesium-clt.a529b2e,57.7391,57.7391,1,575,575,332,c,0,1.191271,37,6.0233,0,
codex-lang-c,lz4__lz4.1519f46,70.9225,70.9225,1,1496,1496,1061,c,0,0.798209,32,13399.0920,0,
codex-lang-c,madler__pigz.fe4894f,77.4970,77.4970,1,831,831,644,c,0,1.075813,36,4.8072,0,
codex-lang-c,mfridman__tparse.2416b4b,65.8824,65.8824,1,425,425,280,c,0,0.787276,26,4.2242,0,
codex-lang-c,mgdm__htmlq.6e31bc8,88.5911,88.5911,1,1455,1455,1289,c,0,1.428984,41,6.1916,0,
codex-lang-c,mgechev__revive.201451e,9.4911,9.4911,1,727,727,69,c,0,1.115622,28,5.1303,0,
codex-lang-c,mibk__dupl.1bf052b,64.3432,64.3432,1,373,373,240,c,0,0.824043,24,3.8557,0,
codex-lang-c,mikefarah__yq.602586d,13.5000,13.5000,1,2000,2000,270,c,0,1.535554,36,15.0029,0,
codex-lang-c,miserlou__loop.209927c,73.6620,73.6620,1,710,710,523,c,1,1.299147,53,5.2139,0,
codex-lang-c,mkj__dropbear.75f699b,34.2183,34.2183,1,678,678,232,c,0,0.990942,42,3.4948,0,
codex-lang-c,mookid__diffr.2152742,65.6766,65.6766,1,606,606,398,c,0,0.958088,42,4.4800,0,
codex-lang-c,nachoparker__dutree.44e877d,71.2949,71.2949,1,641,641,457,c,0,1.085996,33,6.0431,0,
codex-lang-c,naggie__dstask.ff57396,47.4178,47.4178,1,1278,1278,606,c,1,0.941956,31,8.4078,0,
codex-lang-c,nikoladucak__caps-log.2cf2d1e,41.9238,41.9238,1,551,551,231,c,0,1.528625,47,4.3667,0,
codex-lang-c,nikolassv__bartib.6b9b5ce,52.4931,52.4931,1,722,722,379,c,1,1.324439,40,5.8121,0,
codex-lang-c,ninja-build__ninja.cc60300,51.4604,51.4604,1,1438,1438,740,c,0,1.200411,42,5.1471,0,
codex-lang-c,noborus__ov.b96c2ba,68.1769,68.1769,1,1854,1854,1264,c,0,0.902586,41,3.6235,0,
codex-lang-c,noborus__trdsql.d8c5ff6,52.0579,52.0579,1,1312,1312,683,c,0,2.520189,78,10.5589,0,
codex-lang-c,nukesor__pueue.8b9d6fe,13.3229,13.3229,1,638,638,85,c,1,0.899330,31,6.6269,0,
codex-lang-c,nuta__nsh.bdd0702,79.3174,79.3174,1,1963,1963,1557,c,0,1.584815,67,6.7583,0,
codex-lang-c,o2sh__onefetch.e5958ce,50.7719,50.7719,1,1166,1166,592,c,0,1.459570,39,7.4853,0,
codex-lang-c,ogham__dog.721440b,62.6923,62.6923,1,1300,1300,815,c,0,1.423594,35,5.6514,0,
codex-lang-c,oppiliappan__eva.41ae245,67.1413,67.1413,1,913,913,613,c,0,1.212736,29,6.0890,0,
codex-lang-c,oppiliappan__statix.e9df54c,37.4233,37.4233,1,815,815,305,c,0,1.040089,29,4.6996,0,
codex-lang-c,orf__gping.26eb5b9,64.6018,64.6018,1,339,339,219,c,0,1.040788,38,4.3675,0,
codex-lang-c,osgeo__gdal.0847f12,10.8067,10.8067,1,657,657,71,c,0,1.200821,41,5.3974,0,
codex-lang-c,osgeo__proj.75d455c,3.3277,3.3277,1,5319,5319,177,c,0,1.094938,63,5.0714,0,
codex-lang-c,paradigmxyz__solar.5190d0e,33.1648,33.1648,1,1978,1978,656,c,0,1.811789,59,6.7388,0,
codex-lang-c,parcel-bundler__lightningcss.aa2ed1e,38.0127,38.0127,1,2828,2828,1075,c,0,1.057175,41,5.2193,0,
codex-lang-c,peco__peco.4e58dad,70.2614,70.2614,1,1224,1224,860,c,0,1.128962,40,5.6225,0,
codex-lang-c,pemistahl__grex.fa3e8ed,49.0854,67.0833,1,1312,960,644,c,0,1.463805,25,5.9175,0,
codex-lang-c,php__php-src.c891263,3.1565,3.1565,1,14288,14288,451,c,0,2.266972,54,8.7970,0,
codex-lang-c,pier-cli__pier.5e1bde9,62.5723,62.5723,1,692,692,433,c,0,1.141980,33,4.7117,0,
codex-lang-c,pls-rs__pls.4e1ae50,30.1205,30.1205,1,332,332,100,c,0,1.147637,30,4.5343,0,
codex-lang-c,psampaz__go-mod-outdated.bb79367,55.7895,55.7895,1,285,285,159,c,0,0.758587,29,3.1333,0,
codex-lang-c,quinn-rs__quinn.bb359cc,54.2146,54.2146,1,522,522,283,c,0,1.163010,39,5.4105,0,
codex-lang-c,raviqqe__muffet.a882908,61.4334,61.4334,1,293,293,180,c,0,1.378753,39,5.5454,0,
codex-lang-c,rbakbashev__elfcat.52f8cc7,53.5461,53.5461,1,564,564,302,c,0,1.100698,44,4.4408,0,
codex-lang-c,rcoh__angle-grinder.9c2fc88,25.4867,25.4867,1,1130,1130,288,c,0,1.670442,46,7.1073,0,
codex-lang-c,rhysd__kiro-editor.4157485,74.7899,74.7899,1,595,595,445,c,0,1.519833,37,6.2599,0,
codex-lang-c,riquito__tuc.16fb471,56.2709,56.2709,1,1196,1196,673,c,0,1.076153,33,4.8547,0,
codex-lang-c,robertdavidgraham__masscan.b99d433,52.3342,52.3342,1,2549,2549,1334,c,0,0.968978,31,5.0996,0,
codex-lang-c,rochacbruno__marmite.7d4bc2d,37.2754,37.2754,1,668,668,249,c,1,1.615802,40,7.6305,0,
codex-lang-c,rs__curlie.5dfcbb1,74.3224,74.3224,1,701,701,521,c,0,1.446343,43,5.1658,0,
codex-lang-c,rs__jplot.2a54bcc,42.5386,42.5386,1,583,583,248,c,0,0.000000,0,0.0000,0,
codex-lang-c,rust-embedded__svd2rust.1760b5e,56.0870,56.0870,1,920,920,516,c,0,1.153563,37,5.4909,0,
codex-lang-c,rust-ethereum__ethabi.b1710ad,56.0682,56.0682,1,997,997,559,c,0,1.551346,44,6.0026,0,
codex-lang-c,rust-lang__mdbook.37273ba,35.9066,35.9066,1,1114,1114,400,c,1,1.132012,44,5.4817,0,
codex-lang-c,rvben__rumdl.2d75c4d,32.2697,32.2697,1,3322,3322,1072,c,1,1.146326,33,5.8036,0,
codex-lang-c,samtools__samtools.aa823b5,14.1053,14.1053,1,1425,1425,201,c,0,1.616253,43,6.3859,0,
codex-lang-c,sayanarijit__xplr.1751065,48.2100,48.2100,1,419,419,202,c,0,1.382941,48,3.9470,0,
codex-lang-c,sclevine__yj.8016400,46.6754,46.6754,1,767,767,358,c,0,1.072184,41,4.1699,0,
codex-lang-c,segmentio__chamber.5f93f5f,61.1556,61.1556,1,1748,1748,1069,c,0,1.007159,37,3.9342,0,
codex-lang-c,sharkdp__bat.f822bd0,32.6658,32.6658,1,799,799,261,c,0,1.647933,47,6.9205,0,
codex-lang-c,sharkdp__fd.40d8eb3,76.3563,76.3563,1,1235,1235,943,c,0,1.354349,31,5.2483,0,
codex-lang-c,sharkdp__hexyl.2e26437,47.9029,47.9029,1,906,906,434,c,0,1.113151,36,4.3359,0,
codex-lang-c,sharkdp__pastel.b60e899,61.4004,61.4004,1,1114,1114,684,c,0,1.419378,33,5.9916,0,
codex-lang-c,shashwatah__jot.a92aad8,73.5372,73.5372,1,752,752,553,c,0,1.183735,31,5.3699,0,
codex-lang-c,sheepla__pingu.926d475,71.2794,71.2794,1,383,383,273,c,0,0.862134,32,3.0518,0,
codex-lang-c,sibprogrammer__xq.b89f681,59.5960,59.5960,1,792,792,472,c,0,1.190353,40,5.2920,0,
codex-lang-c,sigoden__argc.04a08f1,11.3568,11.3568,1,995,995,113,c,1,1.749016,56,6.1869,0,
codex-lang-c,simeg__eureka.df3796c,41.2791,41.2791,1,344,344,142,c,0,0.942136,48,4.3361,0,
codex-lang-c,sirwart__ripsecrets.34c9e03,66.4484,66.4484,1,611,611,406,c,1,0.915743,34,4.6487,0,
codex-lang-c,sitkevij__hex.61ae69b,87.7278,87.7278,1,823,823,722,c,0,2.097641,67,7.6698,0,
codex-lang-c,skeema__skeema.6a76243,47.8923,47.8923,1,1708,1708,818,c,1,0.887053,28,4.3981,0,
codex-lang-c,sqlite__sqlite.839433d,0.4588,23.3962,1,13514,265,62,c,0,2.041564,73,10602.1643,0,
codex-lang-c,sstadick__hck.b66c751,87.4854,87.4854,1,855,855,748,c,0,1.002142,40,4.7703,0,
codex-lang-c,stacked-git__stgit.430027d,32.7770,33.6763,1,1498,1458,491,c,0,1.276868,29,5.5261,0,
codex-lang-c,stranger6667__jsonschema.d52e881,41.4252,66.1765,1,2933,1836,1215,c,0,1.410591,45,6.0359,0,
codex-lang-c,svenstaro__genact.16f96e3,22.4138,22.4138,1,232,232,52,c,0,1.208910,40,5.0453,0,
codex-lang-c,svenstaro__miniserve.8449e8b,70.0658,70.0658,1,304,304,213,c,0,1.252599,27,5.9618,0,
codex-lang-c,thezoraiz__ascii-image-converter.d05a757,39.3548,39.3548,1,465,465,183,c,0,1.752821,50,7.4922,0,
codex-lang-c,tomarrell__wrapcheck.c058da1,21.8750,21.8750,1,480,480,105,c,0,1.647248,37,7.0390,0,
codex-lang-c,tomnomnom__gron.88a6234,70.0893,70.0893,1,224,224,157,c,0,1.126140,30,4.9917,0,
codex-lang-c,trasta298__keifu.3331426,55.3435,55.3435,1,262,262,145,c,0,1.290730,35,4.3674,0,
codex-lang-c,tree-sitter__tree-sitter.5e23cca,31.4123,31.4123,1,1232,1232,387,c,0,0.954566,32,4.1763,0,
codex-lang-c,tstack__lnav.ee34494,9.3939,9.3939,1,990,990,93,c,0,1.334482,74,5.8191,0,
codex-lang-c,tukaani-project__xz.1007bf0,36.0993,75.9701,1,1410,670,509,c,0,1.522591,57,10131.6443,0,
codex-lang-c,typst__typst.88356d0,13.3991,63.6364,1,1724,363,231,c,1,1.040652,40,5.4294,0,
codex-lang-c,unhappychoice__gittype.34b72d0,46.8286,46.8286,1,741,741,347,c,0,0.930827,38,3.7113,0,
codex-lang-c,universal-ctags__ctags.243595e,6.3330,6.3330,1,2258,2258,143,c,0,1.753189,49,7.8874,0,
codex-lang-c,wfxr__code-minimap.0ddeea5,74.1214,74.1214,1,313,313,232,c,0,1.630206,44,6.4601,0,
codex-lang-c,wfxr__csview.8ac4de0,88.3582,88.3582,1,335,335,296,c,0,1.406682,36,6.4706,0,
codex-lang-c,wgunderwood__tex-fmt.3f1aef6,34.5055,81.7708,1,455,192,157,c,0,1.514707,39,5.2413,0,
codex-lang-c,wintermute-cell__ngrrram.8ea13c3,63.6964,63.6964,1,303,303,193,c,0,1.244540,39,4.6631,0,
codex-lang-c,xampprocky__tokei.505d648,41.1202,41.1202,1,732,732,301,c,0,0.977723,32,4.7077,0,
codex-lang-c,xorg62__tty-clock.f2f847c,71.8861,71.8861,1,281,281,202,c,0,0.000000,0,0.0000,0,
codex-lang-c,y2z__monolith.8702e66,44.8808,44.8808,1,713,713,320,c,0,0.932204,37,6.4778,0,
codex-lang-c,yaa110__nomino.f892499,38.3387,38.3387,1,313,313,120,c,0,1.068682,36,4.5669,0,
codex-lang-c,yassinebridi__serpl.c48a9d7,56.9507,56.9507,1,446,446,254,c,0,1.035662,37,3.8704,0,
codex-lang-c,yoav-lavi__melody.f4af9b4,36.3485,66.6667,1,1205,657,438,c,0,1.315021,38,5.8981,0,
codex-lang-c,ys-l__flamelens.0b4dc33,54.0179,54.0179,1,224,224,121,c,0,1.182614,44,4.6708,0,
codex-lang-c,zevv__duc.a58fa4e,37.4142,37.4142,1,874,874,327,c,0,1.520782,39,6.2861,0,
codex-lang-c,zk-org__zk.10d93d5,14.3502,14.3502,1,1108,1108,159,c,1,1.047445,23,4.7791,0,
codex-lang-go,abishekvashok__cmatrix.5c082c6,96.2525,96.2525,1,507,507,488,go,0,1.086020,43,3.5703,0,
codex-lang-go,agourlay__zip-password-finder.704700d,73.8235,73.8235,1,680,680,502,go,0,1.292671,33,6.1119,0,
codex-lang-go,ajeetdsouza__zoxide.67ca1bc,58.1921,58.1921,1,531,531,309,go,0,1.453733,35,5.3344,0,
codex-lang-go,alexpovel__srgn.89f943b,65.0648,65.0648,1,1852,1852,1205,go,0,1.079587,32,4.8401,0,
codex-lang-go,altdesktop__i3-style.f93821b,50.4638,76.8362,1,539,354,272,go,1,1.078023,36,5.0242,0,
codex-lang-go,ammarabouzor__tui-journal.2b4540d,64.1227,64.1227,1,1402,1402,899,go,0,1.235311,39,5.1819,0,
codex-lang-go,anordal__shellharden.6a6ffd4,73.1507,73.1507,1,1095,1095,801,go,0,1.051721,41,4.4611,0,
codex-lang-go,antonmedv__fx.86d0d34,55.2516,55.2516,1,2047,2047,1131,go,1,1.133556,39,5.1322,0,
codex-lang-go,antonmedv__walk.bf802ef,30.6383,30.6383,1,470,470,144,go,1,1.450356,41,5.9561,0,
codex-lang-go,ariga__atlas.6d81150,44.3854,44.3854,1,1318,1318,585,go,1,1.553631,44,5.7524,0,
codex-lang-go,arq5x__bedtools2.dd57059,24.4065,24.4065,1,1053,1053,257,go,0,1.629498,34,6.6916,0,
codex-lang-go,arthursonzogni__json-tui.17a22b6,68.0795,68.0795,1,755,755,514,go,1,1.080571,39,4.9354,0,
codex-lang-go,ast-grep__ast-grep.dde0fe0,14.3991,14.3991,1,882,882,127,go,0,1.036981,34,5.4779,0,
codex-lang-go,astaxie__bat.17d1080,64.8946,64.8946,1,1091,1091,708,go,1,0.916908,31,5.2972,0,
codex-lang-go,astro__deadnix.d590041,73.0897,73.0897,1,602,602,440,go,0,1.481681,39,6.0377,0,
codex-lang-go,axodotdev__oranda.27d60c7,57.1056,57.1056,1,767,767,438,go,1,1.123479,89,4.9680,0,
codex-lang-go,bellard__quickjs.d7ae12a,3.5926,3.5926,1,3034,3034,109,go,0,1.222578,42,6.4866,0,
codex-lang-go,bensadeh__tailspin.6278437,77.0732,77.0732,1,615,615,474,go,0,1.564042,47,5.4971,0,
codex-lang-go,blacknon__hwatch.edfcb62,52.0669,90.1193,1,1016,587,529,go,0,0.968377,55,4.4484,0,
codex-lang-go,blake3-team__blake3.15e83a5,88.7172,88.7172,1,647,647,574,go,0,1.475716,38,6.0797,0,
codex-lang-go,bootandy__dust.62bf1e1,63.0137,63.0137,1,584,584,368,go,0,1.298445,34,4.7725,0,
codex-lang-go,boyter__scc.515f91c,13.7931,13.7931,1,464,464,64,go,0,1.257131,40,5.0339,0,
codex-lang-go,brocode__fblog.3b54330,54.2945,54.2945,1,978,978,531,go,0,1.250074,34,5.1338,0,
codex-lang-go,burntsushi__ripgrep.3b7fd44,61.0832,61.0832,1,1994,1994,1218,go,0,1.614863,32,5.9575,0,
codex-lang-go,burntsushi__xsv.f430466,39.1709,69.6241,1,1182,665,463,go,0,1.302693,26,5.8702,0,
codex-lang-go,byron__dua-cli.8570c15,73.6248,73.6248,1,709,709,522,go,0,1.488762,38,5.5580,0,
codex-lang-go,canop__broot.d6c798e,57.1429,57.1429,1,539,539,308,go,1,1.076945,33,4.1379,0,
codex-lang-go,canop__rhit.ae90bcb,38.6781,38.6781,1,817,817,316,go,1,0.000000,0,0.0000,0,
codex-lang-go,cheat__cheat.b8098dc,51.8519,51.8519,1,297,297,154,go,1,1.240824,44,5.7262,0,
codex-lang-go,chirlu__sox.42b3557,35.4409,35.4409,1,1202,1202,426,go,0,1.403874,40,6.1454,0,
codex-lang-go,chmln__handlr.90e78ba,77.0083,77.0083,1,722,722,556,go,0,1.682511,58,6.9629,0,
codex-lang-go,chmln__sd.87d1ba5,83.7037,83.7037,1,810,810,678,go,1,0.695267,29,2.9730,0,
codex-lang-go,clog-tool__clog-cli.7066cba,73.3913,73.3913,1,575,575,422,go,0,1.250492,40,5.3135,0,
codex-lang-go,cmatsuoka__figlet.202a0a8,44.1514,44.1514,1,872,872,385,go,0,1.796853,52,5.8477,0,
codex-lang-go,codesnap-rs__codesnap.f81e4f3,66.0245,66.0245,1,571,571,377,go,0,0.000000,0,0.0000,0,
codex-lang-go,cordx56__rustowl.655bc5c,57.5552,57.5552,1,589,589,339,go,0,1.060756,36,3.7929,0,
codex-lang-go,crowdagger__crowbook.ea214d7,43.7423,43.7423,1,807,807,353,go,1,1.729249,84,6.2730,0,
codex-lang-go,cslarsen__jp2a.61d205f,39.9366,42.8571,1,631,588,252,go,1,1.734748,50,7.3545,0,
codex-lang-go,cweill__gotests.2a672c5,31.3433,85.5204,1,603,221,189,go,0,1.773389,40,6.0008,0,
codex-lang-go,dalance__amber.69a0f52,71.8584,71.8584,1,565,565,406,go,0,1.906534,68,8.7888,0,
codex-lang-go,dandavison__delta.acd758f,23.6842,23.6842,1,950,950,225,go,0,0.000000,0,0.0000,0,
codex-lang-go,danmar__cppcheck.0a5b103,17.5447,17.5447,1,2126,2126,373,go,0,1.243793,33,4.2697,0,
codex-lang-go,direnv__direnv.02040c7,43.3451,43.3451,1,849,849,368,go,1,1.228736,43,5.5954,0,
codex-lang-go,doxygen__doxygen.966d98e,31.4410,31.4410,1,229,229,72,go,0,1.317029,52,5.1971,0,
codex-lang-go,drew-alleman__datasurgeon.d257cee,63.7450,63.7450,1,502,502,320,go,0,1.053773,42,4.8905,0,
codex-lang-go,ducaale__xh.4a6e44f,34.7566,34.7566,1,1171,1171,407,go,1,1.689405,44,6.9394,0,
codex-lang-go,duckdb__duckdb.bdb65ec,8.2655,8.2655,1,5650,5650,467,go,0,1.353148,39,6.2803,0,
codex-lang-go,dundee__gdu.ede21d2,65.9776,65.9776,1,1161,1161,766,go,0,1.079866,44,5.4130,0,
codex-lang-go,ecumene__rust-sloth.051c559,47.6316,47.6316,1,380,380,181,go,0,1.058363,25,3.6362,0,
codex-lang-go,ekzhang__bore.8e059cd,13.1980,85.2459,1,394,61,52,go,0,1.297186,44,5.2429,0,
codex-lang-go,elkowar__pipr.fae0b17,53.1429,53.1429,1,525,525,279,go,0,1.297535,61,4.4530,0,
codex-lang-go,epistates__treemd.825c6dd,42.7661,42.7661,1,1569,1569,671,go,1,1.060169,27,6.4276,0,
codex-lang-go,eradman__entr.8e2e8b4,77.3038,77.3038,1,586,586,453,go,0,1.156067,61,4.6139,0,
codex-lang-go,esubaalew__run.0fb9dec,42.8218,42.8218,1,1212,1212,519,go,1,1.031267,47,5.3019,0,
codex-lang-go,eudoxia0__hashcards.48aa136,67.3209,68.2587,1,1019,1005,686,go,0,1.304570,40,5.4249,0,
codex-lang-go,facebook__zstd.1168da0,33.1207,75.7576,1,2038,891,675,go,0,0.948422,47,15243.9601,0,
codex-lang-go,facebookresearch__fasttext.1142dc4,35.5769,35.5769,1,312,312,111,go,0,0.938438,31,4.6910,0,
codex-lang-go,ffmpeg__ffmpeg.360a402,7.4754,7.4754,1,3050,3050,228,go,0,1.498555,57,15238.5597,0,
codex-lang-go,filosottile__age.706dfc1,0.0000,0.0000,1,676,0,0,go,0,1.829995,44,6.4062,0,
codex-lang-go,foriequal0__git-trim.07c2f50,53.4381,53.4381,1,509,509,272,go,1,2.151351,46,9.3552,0,
codex-lang-go,gabotechs__dep-tree.60a95a2,60.8092,60.8092,1,865,865,526,go,0,0.000000,0,0.0000,0,
codex-lang-go,git-bahn__git-graph.87b4473,75.1761,75.1761,1,568,568,427,go,0,1.152170,42,4.3230,0,
codex-lang-go,go-critic__go-critic.9aea378,28.6004,28.6004,1,493,493,141,go,0,1.047385,34,4.6201,0,
codex-lang-go,google__brotli.b3dc9cc,0.6803,60.0000,1,441,5,3,go,0,1.382216,56,16079.4677,0,
codex-lang-go,gromacs__gromacs.665ea4c,1.3655,1.3655,1,1245,1245,17,go,0,0.850024,38,3.6199,0,
codex-lang-go,guumaster__hostctl.d6d9699,31.2084,31.4477,1,1051,1043,328,go,1,1.572350,53,6.0149,0,
codex-lang-go,hairyhenderson__gomplate.05eb3aa,58.2365,58.2365,1,2926,2926,1704,go,0,0.000000,0,0.0000,0,
codex-lang-go,halitechallenge__halite.822cfb6,43.2727,43.2727,1,275,275,119,go,0,0.957320,33,4.0534,0,
codex-lang-go,hatoo__oha.8dc6349,67.7419,67.7419,1,899,899,609,go,1,1.255387,35,6.1018,0,
codex-lang-go,hooklift__gowsdl.2a06cec,72.3785,72.3785,1,391,391,283,go,0,1.477462,44,5.0440,0,
codex-lang-go,hpjansson__chafa.dd4d4c1,12.7913,12.7913,1,1931,1931,247,go,0,1.551908,47,6.9105,0,
codex-lang-go,htop-dev__htop.523600b,83.5498,83.5498,1,693,693,579,go,1,1.209939,42,5.4793,0,
codex-lang-go,hush-shell__hush.560c33a,9.7419,9.7419,1,1201,1201,117,go,0,1.667750,51,6.1537,0,
codex-lang-go,incu6us__goimports-reviser.81bd549,78.5575,78.5575,1,513,513,403,go,0,0.766494,26,3.5956,0,
codex-lang-go,ip7z__7zip.839151e,30.1055,30.1055,1,1043,1043,314,go,0,1.291436,38,5.9288,0,
codex-lang-go,ismaelgv__rnr.fc0733b,74.5242,74.5242,1,683,683,509,go,0,1.169648,52,5.4610,0,
codex-lang-go,isona__dirble.e2dea9f,59.4708,59.4708,1,718,718,427,go,0,1.224717,46,5.4366,0,
codex-lang-go,ivanceras__svgbob.6d00ad9,32.8390,32.8390,1,472,472,155,go,1,1.033878,37,4.6154,0,
codex-lang-go,jarun__nnn.cb2c535,85.5649,92.9545,1,478,440,409,go,0,1.523038,40,5.1809,0,
codex-lang-go,jesseduffield__lazygit.1d0db51,33.9181,33.9181,1,855,855,290,go,1,0.837826,28,3.6740,0,
codex-lang-go,jgm__pandoc.5caad90,11.3045,11.3045,1,5228,5228,591,go,1,1.075488,35,5.9873,0,
codex-lang-go,jhspetersson__fselect.c3559ca,12.1027,12.1027,1,3115,3115,377,go,0,0.000000,0,0.0000,0,
codex-lang-go,johanneskaufmann__html-to-markdown.3006818,63.2768,63.2768,1,885,885,560,go,0,1.595384,44,6.1944,0,
codex-lang-go,johnkerl__miller.8d85b46,17.5036,17.5036,1,14637,14637,2562,go,0,0.807389,24,4.0286,0,
codex-lang-go,jonas__tig.8334123,83.5435,83.5435,1,1586,1586,1325,go,1,1.192989,47,4.5551,0,
codex-lang-go,jqlang__jq.b33a763,20.2240,39.4602,1,6072,3112,1228,go,1,1.792905,61,14195.7424,0,
codex-lang-go,jrnxf__thokr.09375ef,62.9213,62.9213,1,445,445,280,go,1,1.195588,44,4.8807,0,
codex-lang-go,junegunn__fzf.b56d614,76.3186,76.3186,1,1858,1858,1418,go,1,1.728644,52,6.2580,0,
codex-lang-go,kaushiksrini__parqeye.8072121,47.8079,47.8079,1,479,479,229,go,0,1.237402,53,5.0086,0,
codex-lang-go,kisielk__errcheck.dacab89,43.4018,43.4018,1,341,341,148,go,0,1.563408,41,6.1266,0,
codex-lang-go,konradsz__igrep.aa75630,72.9870,72.9870,1,385,385,281,go,0,0.965393,46,3.9187,0,
codex-lang-go,ksxgithub__parallel-disk-usage.96978ed,67.2316,67.2316,1,531,531,357,go,0,0.945618,31,4.0556,0,
codex-lang-go,kyoh86__richgo.313114f,50.0000,50.0000,1,546,546,273,go,0,0.754670,32,3.0939,0,
codex-lang-go,kyoheiu__felix.95df390,55.3785,95.2055,1,502,292,278,go,0,1.030049,38,4.2551,0,
codex-lang-go,lfos__calcurse.49180d5,41.4414,41.4414,1,666,666,276,go,0,1.691108,50,7.0391,0,
