arm,task,pct,compile_ok,n_total_tests,n_passed_tests,cost_usd,turns,duration_min,n_skills_invoked,skills_invoked
codex-vanilla,go-critic__go-critic.9aea378,31.8458,1,493,157,1.079355,32,4.8804,0,
codex-vanilla,google__brotli.b3dc9cc,0.9070,1,441,4,1.409844,52,5.6829,0,
codex-vanilla,gromacs__gromacs.665ea4c,3.8554,1,1245,48,0.972075,44,3.5989,0,
codex-vanilla,guumaster__hostctl.d6d9699,61.0847,1,1051,642,1.213806,31,4.3931,0,
codex-vanilla,hairyhenderson__gomplate.05eb3aa,62.4744,1,2926,1828,2.624836,51,8.9649,0,
codex-vanilla,halitechallenge__halite.822cfb6,57.8182,1,275,159,1.006785,49,4.2205,0,
codex-vanilla,hatoo__oha.8dc6349,63.1813,1,899,568,1.043920,33,4.2211,0,
codex-vanilla,hooklift__gowsdl.2a06cec,58.0563,1,391,227,0.953507,24,3.3853,0,
codex-vanilla,hpjansson__chafa.dd4d4c1,12.0600,1,1932,233,0.807622,29,4.0223,0,
codex-vanilla,htop-dev__htop.523600b,77.0563,1,693,534,0.914261,33,3.8995,0,
codex-vanilla,hush-shell__hush.560c33a,9.0758,1,1201,109,1.220499,35,4.7458,0,
codex-vanilla,incu6us__goimports-reviser.81bd549,77.9727,1,513,400,0.804702,27,3.6423,0,
codex-vanilla,ip7z__7zip.839151e,28.9549,1,1043,302,1.111151,35,4.3793,0,
codex-vanilla,ismaelgv__rnr.fc0733b,77.0132,1,683,526,0.886402,41,3.8836,0,
codex-vanilla,isona__dirble.e2dea9f,62.9526,1,718,452,1.104342,36,4.6871,0,
codex-vanilla,ivanceras__svgbob.6d00ad9,33.0508,1,472,156,0.851225,38,3.1760,0,
codex-vanilla,jarun__nnn.cb2c535,88.7029,1,478,424,0.635187,27,2.9855,0,
codex-vanilla,jesseduffield__lazygit.1d0db51,34.6199,1,855,296,0.625785,25,2.4983,0,
codex-vanilla,jgm__pandoc.5caad90,11.4767,1,5228,600,1.350843,35,5.0820,0,
codex-vanilla,jhspetersson__fselect.c3559ca,58.5233,1,3115,1823,1.780346,53,7.5658,0,
codex-vanilla,johanneskaufmann__html-to-markdown.3006818,61.3559,1,885,543,0.949904,33,4.9315,0,
codex-vanilla,johnkerl__miller.8d85b46,18.9315,1,14637,2771,0.959339,31,4.5869,0,
codex-vanilla,jonas__tig.8334123,77.2383,1,1586,1225,0.844651,39,3.1239,0,
codex-vanilla,jqlang__jq.b33a763,90.5632,1,6072,5499,0.731406,31,3.0606,0,
codex-vanilla,jrnxf__thokr.09375ef,62.6966,1,445,279,1.120574,48,4.9502,0,
codex-vanilla,junegunn__fzf.b56d614,73.8967,1,1858,1373,0.814649,41,4.0477,0,
codex-vanilla,kaushiksrini__parqeye.8072121,59.2902,1,479,284,0.932652,40,4.1224,0,
codex-vanilla,kisielk__errcheck.dacab89,46.0641,1,343,158,1.396313,47,5.5164,0,
codex-vanilla,konradsz__igrep.aa75630,72.4675,1,385,279,0.791716,35,3.3500,0,
codex-vanilla,ksxgithub__parallel-disk-usage.96978ed,65.1601,1,531,346,0.972224,54,3.8852,0,
codex-vanilla,kyoh86__richgo.313114f,76.9231,1,546,420,1.429701,43,5.4938,0,
codex-vanilla,kyoheiu__felix.95df390,45.4365,1,504,229,0.508449,26,2.7885,0,
codex-vanilla,lfos__calcurse.49180d5,56.0060,1,666,373,1.116184,46,4.7175,0,
codex-vanilla,lh3__seqtk.94e7070,46.3869,1,429,199,0.855519,33,4.1959,0,
codex-vanilla,lua__lua.c6b4848,41.4798,1,1338,555,1.148923,38,5.3713,0,
codex-vanilla,luajit__luajit.a553b3d,39.6360,1,2967,1176,1.497310,41,6.6372,0,
codex-vanilla,lymphatus__caesium-clt.a529b2e,74.7826,1,575,430,0.635270,22,3.2842,0,
codex-vanilla,lz4__lz4.1519f46,64.3955,1,1497,964,1.054888,34,4.7327,0,
codex-vanilla,madler__pigz.fe4894f,85.8002,1,831,713,1.194200,51,4.6036,0,
codex-vanilla,mfridman__tparse.2416b4b,62.3529,1,425,265,1.084934,26,5.0371,0,
codex-vanilla,mgdm__htmlq.6e31bc8,91.4089,1,1455,1330,0.994553,31,4.2060,0,
codex-vanilla,mgechev__revive.201451e,34.6630,1,727,252,1.026973,26,4.3379,0,
codex-vanilla,mibk__dupl.1bf052b,74.7989,1,373,279,0.691655,26,3.2718,0,
codex-vanilla,mikefarah__yq.602586d,16.1000,1,2000,322,1.148037,39,5.0569,0,
codex-vanilla,miserlou__loop.209927c,53.9437,1,710,383,0.854832,52,4.0232,0,
codex-vanilla,mkj__dropbear.75f699b,37.3156,1,678,253,0.877734,28,3.5835,0,
codex-vanilla,mookid__diffr.2152742,60.3960,1,606,366,0.559985,37,3.0184,0,
codex-vanilla,multiprocessio__dsq.c3ae0ba,61.9926,1,542,336,0.811178,33,4.0938,0,
codex-vanilla,nachoparker__dutree.44e877d,68.6427,1,641,440,0.714866,40,3.1847,0,
codex-vanilla,naggie__dstask.ff57396,50.7428,1,1279,649,0.922435,28,3.8353,0,
codex-vanilla,nikoladucak__caps-log.2cf2d1e,50.0907,1,551,276,0.607734,31,2.7454,0,
codex-vanilla,nikolassv__bartib.6b9b5ce,66.4820,1,722,480,0.814852,27,3.4730,0,
codex-vanilla,ninja-build__ninja.cc60300,51.6690,1,1438,743,1.032912,40,5.1928,0,
codex-vanilla,noborus__ov.b96c2ba,69.9569,1,1854,1297,0.651656,31,4.4069,0,
codex-vanilla,noborus__trdsql.d8c5ff6,56.6311,1,1312,743,0.585084,32,3.3215,0,
codex-vanilla,nukesor__pueue.8b9d6fe,12.0690,1,638,77,1.020616,30,4.7453,0,
codex-vanilla,nuta__nsh.bdd0702,86.7550,1,1963,1703,0.679801,40,2.9291,0,
codex-vanilla,o2sh__onefetch.e5958ce,60.3774,1,1166,704,1.178485,38,5.1159,0,
codex-vanilla,ogham__dog.721440b,72.8462,1,1300,947,1.379339,36,5.3392,0,
codex-vanilla,oppiliappan__eva.41ae245,79.6276,1,913,727,0.858327,30,3.7966,0,
codex-vanilla,oppiliappan__statix.e9df54c,43.4356,1,815,354,1.195228,36,4.4665,0,
codex-vanilla,orf__gping.26eb5b9,57.5221,1,339,195,0.813925,30,2.8134,0,
codex-vanilla,osgeo__gdal.0847f12,13.6986,1,657,90,1.106759,29,5.1186,0,
codex-vanilla,osgeo__proj.75d455c,25.9447,1,5319,1380,0.954279,49,4.9957,0,
codex-vanilla,paradigmxyz__solar.5190d0e,30.2831,1,1978,599,1.237002,33,5.8218,0,
codex-vanilla,parcel-bundler__lightningcss.aa2ed1e,38.4724,1,2828,1088,0.835902,43,4.2075,0,
codex-vanilla,peco__peco.4e58dad,54.8203,1,1224,671,1.105369,31,4.1526,0,
codex-vanilla,pemistahl__grex.fa3e8ed,60.0610,1,1312,788,1.280873,37,5.2154,0,
codex-vanilla,php__php-src.c891263,3.9054,1,14288,558,1.041557,43,5.4972,0,
codex-vanilla,pier-cli__pier.5e1bde9,67.0520,1,692,464,0.892083,29,3.5509,0,
codex-vanilla,pls-rs__pls.4e1ae50,18.9759,1,332,63,1.168637,56,5.6084,0,
codex-vanilla,psampaz__go-mod-outdated.bb79367,82.1053,1,285,234,0.454174,19,2.0466,0,
codex-vanilla,quinn-rs__quinn.bb359cc,66.6667,1,522,348,1.119875,39,6.5130,0,
codex-vanilla,raviqqe__muffet.a882908,62.7986,1,293,184,0.920430,29,4.4870,0,
codex-vanilla,rbakbashev__elfcat.52f8cc7,64.0071,1,564,361,0.962911,40,4.0438,0,
codex-vanilla,rcoh__angle-grinder.9c2fc88,31.8584,1,1130,360,1.522826,43,6.1240,0,
codex-vanilla,rhysd__kiro-editor.4157485,73.7815,1,595,439,1.162100,39,4.9575,0,
codex-vanilla,riquito__tuc.16fb471,52.9264,1,1196,633,0.960230,45,4.8542,0,
codex-vanilla,robertdavidgraham__masscan.b99d433,59.1997,1,2549,1509,0.797154,33,3.8487,0,
codex-vanilla,rochacbruno__marmite.7d4bc2d,41.9162,1,668,280,0.884342,29,4.6690,0,
codex-vanilla,rs__curlie.5dfcbb1,83.7375,1,701,587,0.000000,0,0.0000,0,
codex-vanilla,rs__jplot.2a54bcc,68.4391,1,583,399,0.949184,46,3.7965,0,
codex-vanilla,rust-embedded__svd2rust.1760b5e,58.0435,1,920,534,1.542662,45,6.7677,0,
codex-vanilla,rust-ethereum__ethabi.b1710ad,65.9980,1,997,658,0.779424,28,4.0045,0,
codex-vanilla,rust-lang__mdbook.37273ba,46.0503,1,1114,513,1.124383,45,4.9483,0,
codex-vanilla,rvben__rumdl.2d75c4d,33.1427,1,3322,1101,0.911100,34,4.1273,0,
codex-vanilla,samtools__samtools.aa823b5,17.5439,1,1425,250,1.110153,34,3.9811,0,
codex-vanilla,sayanarijit__xplr.1751065,58.0994,1,463,269,0.982647,41,3.6935,0,
codex-vanilla,sclevine__yj.8016400,57.3664,1,767,440,0.671443,32,3.5729,0,
codex-vanilla,segmentio__chamber.5f93f5f,64.2449,1,1748,1123,0.978201,33,5.9444,0,
codex-vanilla,sharkdp__bat.f822bd0,18.8514,1,801,151,1.004640,40,4.9514,0,
codex-vanilla,sharkdp__fd.40d8eb3,77.4899,1,1235,957,1.680891,43,6.6040,0,
codex-vanilla,sharkdp__hexyl.2e26437,65.5629,1,906,594,1.260547,44,5.3570,0,
codex-vanilla,sharkdp__hyperfine.327d5f4,0.0000,1,291,0,0.856309,36,4.0524,0,
codex-vanilla,sharkdp__pastel.b60e899,65.8887,1,1114,734,0.962992,35,4.8093,0,
codex-vanilla,shashwatah__jot.a92aad8,74.8670,1,752,563,1.134211,48,5.3429,0,
codex-vanilla,sheepla__pingu.926d475,83.0287,1,383,318,0.600353,40,2.9298,0,
codex-vanilla,sibprogrammer__xq.b89f681,58.9646,1,792,467,0.952571,46,4.8506,0,
codex-vanilla,sigoden__argc.04a08f1,11.5578,1,995,115,2.198445,61,7.6091,0,
codex-vanilla,simeg__eureka.df3796c,39.8256,1,344,137,1.267138,45,4.3475,0,
codex-vanilla,sirwart__ripsecrets.34c9e03,66.1211,1,611,404,0.637664,34,3.6241,0,
codex-vanilla,sitkevij__hex.61ae69b,69.3803,1,823,571,0.945506,45,4.0455,0,
codex-vanilla,skeema__skeema.6a76243,58.7237,1,1708,1003,0.835068,39,3.6610,0,
codex-vanilla,sqlite__sqlite.839433d,1.0508,1,13514,142,1.071084,41,4.5671,0,
codex-vanilla,sstadick__hck.b66c751,91.2281,1,855,780,0.871327,39,4.4707,0,
codex-vanilla,stacked-git__stgit.430027d,37.6091,1,1489,560,1.071228,33,4.9696,0,
codex-vanilla,stathissideris__ditaa.f2286c4,16.7488,1,609,102,0.692785,25,3.5727,0,
codex-vanilla,stranger6667__jsonschema.d52e881,46.5735,1,2933,1366,0.890338,37,4.2857,0,
codex-vanilla,svenstaro__genact.16f96e3,26.2931,1,232,61,0.000000,0,0.0000,0,
codex-vanilla,svenstaro__miniserve.8449e8b,79.2763,1,304,241,1.152978,32,4.6947,0,
codex-vanilla,tarka__xcp.5e5b448,85.8108,1,1184,1016,1.007815,43,4.9301,0,
codex-vanilla,thezoraiz__ascii-image-converter.d05a757,28.3871,1,465,132,1.006919,29,4.7036,0,
codex-vanilla,tinycc__tinycc.9b8765d,64.9646,1,1978,1285,1.041233,50,4.5742,0,
codex-vanilla,tomarrell__wrapcheck.c058da1,28.3333,1,480,136,1.190357,36,5.3964,0,
codex-vanilla,tomnomnom__gron.88a6234,78.5714,1,224,176,1.378953,58,5.9053,0,
codex-vanilla,trasta298__keifu.3331426,64.1221,1,262,168,1.012962,39,3.8770,0,
codex-vanilla,tree-sitter__tree-sitter.5e23cca,34.7403,1,1232,428,1.173089,32,4.4102,0,
codex-vanilla,tstack__lnav.ee34494,10.7071,1,990,106,0.917008,49,3.7291,0,
codex-vanilla,tukaani-project__xz.1007bf0,90.4965,1,1410,1276,1.153432,50,4.4102,0,
codex-vanilla,typst__typst.88356d0,33.7587,1,1724,582,0.830276,24,5.9149,0,
codex-vanilla,unhappychoice__gittype.34b72d0,43.8596,1,741,325,0.472530,21,2.6188,0,
codex-vanilla,universal-ctags__ctags.243595e,4.2516,1,2258,96,0.944910,27,5.3911,0,
codex-vanilla,wfxr__code-minimap.0ddeea5,50.4792,1,313,158,0.752894,32,4.0373,0,
codex-vanilla,wfxr__csview.8ac4de0,94.6269,1,335,317,0.868218,40,4.0029,0,
codex-vanilla,wgunderwood__tex-fmt.3f1aef6,36.2637,1,455,165,1.453673,65,5.5852,0,
codex-vanilla,wintermute-cell__ngrrram.8ea13c3,68.3168,1,303,207,0.813055,30,3.8430,0,
codex-vanilla,xampprocky__tokei.505d648,43.9891,1,732,322,1.306287,38,5.8744,0,
codex-vanilla,xorg62__tty-clock.f2f847c,51.6014,1,281,145,0.631915,26,2.9351,0,
codex-vanilla,y2z__monolith.8702e66,49.7896,1,713,355,0.577995,22,3.1761,0,
codex-vanilla,yaa110__nomino.f892499,70.9265,1,313,222,0.851451,40,3.8105,0,
codex-vanilla,yassinebridi__serpl.c48a9d7,57.3991,1,446,256,1.106656,35,3.7278,0,
codex-vanilla,yoav-lavi__melody.f4af9b4,60.0830,1,1205,724,0.868106,37,3.8544,0,
codex-vanilla,ys-l__flamelens.0b4dc33,35.7143,1,224,80,0.604323,31,2.7213,0,
codex-vanilla,zevv__duc.a58fa4e,72.4256,1,874,633,1.095068,31,5.4343,0,
codex-vanilla,zk-org__zk.10d93d5,25.8123,1,1108,286,1.279558,43,5.0482,0,
codex-lang-c,abishekvashok__cmatrix.5c082c6,99.2126,1,508,504,1.311417,43,3.5421,0,
codex-lang-c,agourlay__zip-password-finder.704700d,76.0294,1,680,517,1.118240,40,5.4535,0,
codex-lang-c,ajeetdsouza__zoxide.67ca1bc,52.9190,1,531,281,1.390134,40,5.5302,0,
codex-lang-c,alecthomas__chroma.8d04def,8.9320,1,515,46,1.189871,33,4.7948,0,
codex-lang-c,alexpovel__srgn.89f943b,56.9114,1,1852,1054,1.344687,33,5.8113,0,
codex-lang-c,altdesktop__i3-style.f93821b,57.1429,1,539,308,0.956382,48,4.3388,0,
codex-lang-c,ammarabouzor__tui-journal.2b4540d,52.3538,1,1402,734,1.046650,46,4.3899,0,
codex-lang-c,anordal__shellharden.6a6ffd4,70.4110,1,1095,771,0.967438,34,4.7330,0,
codex-lang-c,antonmedv__fx.86d0d34,56.9614,1,2047,1166,0.866416,38,4.4507,0,
codex-lang-c,antonmedv__walk.bf802ef,65.7447,1,470,309,1.341666,39,5.2272,0,
codex-lang-c,ariga__atlas.6d81150,35.2807,1,1318,465,1.540696,40,5.5097,0,
codex-lang-c,arq5x__bedtools2.dd57059,32.2887,1,1053,340,2.184660,31,8.1199,0,
codex-lang-c,arthursonzogni__json-tui.17a22b6,39.2053,1,755,296,1.152867,44,4.4142,0,
codex-lang-c,ast-grep__ast-grep.dde0fe0,5.5556,1,882,49,1.133828,40,4.4732,0,
codex-lang-c,astaxie__bat.17d1080,42.4381,1,1091,463,1.452464,38,5.5181,0,
codex-lang-c,astro__deadnix.d590041,72.4252,1,602,436,2.050700,51,7.7652,0,
codex-lang-c,axodotdev__oranda.27d60c7,39.1134,1,767,300,1.087466,41,4.8211,0,
codex-lang-c,bellard__quickjs.d7ae12a,4.4166,1,3034,134,2.236496,54,8.8167,0,
codex-lang-c,bensadeh__tailspin.6278437,68.7805,1,615,423,1.640068,40,4.7943,0,
codex-lang-c,blacknon__hwatch.edfcb62,51.1811,1,1016,520,1.109608,39,4.4688,0,
codex-lang-c,blake3-team__blake3.15e83a5,89.1808,1,647,577,1.033930,28,4.3656,0,
codex-lang-c,bootandy__dust.62bf1e1,57.7055,1,584,337,1.532533,29,5.5348,0,
codex-lang-c,boyter__scc.515f91c,28.2328,1,464,131,1.648678,33,6.5675,0,
codex-lang-c,brocode__fblog.3b54330,57.9755,1,978,567,1.306869,44,4.7910,0,
codex-lang-c,burntsushi__ripgrep.3b7fd44,36.0080,1,1994,718,1.626162,36,6.7024,0,
codex-lang-c,burntsushi__xsv.f430466,43.6548,1,1182,516,1.587951,33,6.4971,0,
codex-lang-c,byron__dua-cli.8570c15,68.9704,1,709,489,0.930597,33,4.3920,0,
codex-lang-c,canop__broot.d6c798e,47.7778,1,540,258,1.466788,44,5.2358,0,
codex-lang-c,canop__rhit.ae90bcb,57.0379,1,817,466,0.000000,0,0.0000,0,
codex-lang-c,cheat__cheat.b8098dc,45.4545,1,297,135,1.412485,39,5.9253,0,
codex-lang-c,chirlu__sox.42b3557,16.1398,1,1202,194,1.242859,34,5.1538,0,
codex-lang-c,chmln__handlr.90e78ba,74.3767,1,722,537,1.558610,29,5.1700,0,
codex-lang-c,chmln__sd.87d1ba5,81.7284,1,810,662,1.092165,32,4.1597,0,
codex-lang-c,clog-tool__clog-cli.7066cba,79.4783,1,575,457,1.886783,42,6.5677,0,
codex-lang-c,cmatsuoka__figlet.202a0a8,41.3991,1,872,361,1.823482,45,6.1728,0,
codex-lang-c,codesnap-rs__codesnap.f81e4f3,54.2466,1,730,396,0.000000,0,0.0000,0,
codex-lang-c,cordx56__rustowl.655bc5c,49.4058,1,589,291,0.909128,28,3.9333,0,
codex-lang-c,crowdagger__crowbook.ea214d7,35.8116,1,807,289,1.397668,44,4.8747,0,
codex-lang-c,cslarsen__jp2a.61d205f,33.9144,1,631,214,1.107227,32,4.9114,0,
codex-lang-c,cweill__gotests.2a672c5,21.0614,1,603,127,1.315412,31,6.4064,0,
codex-lang-c,dalance__amber.69a0f52,21.5168,1,567,122,1.294658,43,6.3397,0,
codex-lang-c,dandavison__delta.acd758f,22.0000,1,950,209,1.006893,35,4.1254,0,
codex-lang-c,danmar__cppcheck.0a5b103,3.3396,1,2126,71,1.059186,26,3.6240,0,
codex-lang-c,direnv__direnv.02040c7,57.5972,1,849,489,1.874242,42,6.3603,0,
codex-lang-c,doxygen__doxygen.966d98e,32.3144,1,229,74,1.648429,38,7.1640,0,
codex-lang-c,drew-alleman__datasurgeon.d257cee,54.1833,1,502,272,1.186720,27,5.1628,0,
codex-lang-c,ducaale__xh.4a6e44f,21.8617,1,1171,256,1.703099,40,8.1515,0,
codex-lang-c,duckdb__duckdb.bdb65ec,1.3805,1,5650,78,1.280928,35,6.0879,0,
codex-lang-c,dundee__gdu.ede21d2,61.8761,1,1162,719,1.610817,40,7.3276,0,
codex-lang-c,ecumene__rust-sloth.051c559,39.2105,1,380,149,1.357002,33,4.6144,0,
codex-lang-c,ekzhang__bore.8e059cd,13.0542,1,406,53,1.212178,41,5.7986,0,
codex-lang-c,eliukblau__pixterm.1a93fd5,30.2326,1,430,130,1.265315,26,5.3015,0,
codex-lang-c,elkowar__pipr.fae0b17,38.5199,1,527,203,1.782126,48,5.9747,0,
codex-lang-c,epistates__treemd.825c6dd,36.7113,1,1569,576,1.209121,26,6.6038,0,
codex-lang-c,eradman__entr.8e2e8b4,72.6962,1,586,426,0.964928,38,4.6522,0,
codex-lang-c,esubaalew__run.0fb9dec,7.5908,1,1212,92,0.766318,34,3.2654,0,
codex-lang-c,eudoxia0__hashcards.48aa136,40.5734,1,1151,467,1.286407,60,4.4680,0,
codex-lang-c,facebook__zstd.1168da0,36.7026,1,2038,748,1.761239,48,6.8660,0,
codex-lang-c,facebookresearch__fasttext.1142dc4,43.9103,1,312,137,1.108124,34,4.9609,0,
codex-lang-c,ffmpeg__ffmpeg.360a402,6.6230,1,3050,202,1.613695,36,5.6801,0,
codex-lang-c,filosottile__age.706dfc1,7.9882,1,676,54,1.482570,31,6.0702,0,
codex-lang-c,foriequal0__git-trim.07c2f50,11.5460,1,511,59,2.016536,43,8.5317,0,
codex-lang-c,gabotechs__dep-tree.60a95a2,47.6301,1,865,412,2.738233,54,9.4428,0,
codex-lang-c,ggreer__the_silver_searcher.a61f178,33.8630,1,1007,341,1.202422,34,5.6860,0,
codex-lang-c,git-bahn__git-graph.87b4473,75.5712,1,569,430,1.481137,39,5.3223,0,
codex-lang-c,go-critic__go-critic.9aea378,0.6085,1,493,3,0.575481,29,2.7031,0,
codex-lang-c,google__brotli.b3dc9cc,61.9048,1,441,273,1.408635,38,5.4725,0,
codex-lang-c,gromacs__gromacs.665ea4c,3.2932,1,1245,41,1.374268,40,5.5064,0,
codex-lang-c,guumaster__hostctl.d6d9699,58.3096,1,1053,614,1.665650,45,6.0341,0,
codex-lang-c,hairyhenderson__gomplate.05eb3aa,29.8701,1,2926,874,1.939980,43,7.5834,0,
codex-lang-c,halitechallenge__halite.822cfb6,47.8261,1,276,132,1.805012,40,7.9295,0,
codex-lang-c,hatoo__oha.8dc6349,26.3626,1,899,237,1.766817,33,6.3805,0,
codex-lang-c,hooklift__gowsdl.2a06cec,68.0307,1,391,266,1.255504,32,5.4774,0,
codex-lang-c,hpjansson__chafa.dd4d4c1,3.7286,1,1931,72,1.276218,37,4.8494,0,
codex-lang-c,htop-dev__htop.523600b,78.2107,1,693,542,1.132622,34,4.9817,0,
codex-lang-c,hush-shell__hush.560c33a,8.6595,1,1201,104,2.524560,57,8.1160,0,
codex-lang-c,incu6us__goimports-reviser.81bd549,51.8519,1,513,266,1.228215,29,5.1480,0,
codex-lang-c,ip7z__7zip.839151e,9.4919,1,1043,99,1.011108,25,6.5310,0,
codex-lang-c,ismaelgv__rnr.fc0733b,67.9356,1,683,464,1.257288,41,5.4815,0,
codex-lang-c,isona__dirble.e2dea9f,32.4513,1,718,233,1.808940,52,7.5568,0,
codex-lang-c,ivanceras__svgbob.6d00ad9,33.6864,1,472,159,1.830868,40,6.3860,0,
codex-lang-c,jarun__nnn.cb2c535,55.0209,1,478,263,0.907741,31,4.1600,0,
codex-lang-c,jesseduffield__lazygit.1d0db51,24.4159,1,856,209,1.219875,40,4.7672,0,
codex-lang-c,jgm__pandoc.5caad90,2.5822,1,5228,135,1.182340,32,7.4520,0,
codex-lang-c,jhspetersson__fselect.c3559ca,10.3659,1,3116,323,2.515547,47,11.0627,0,
codex-lang-c,johanneskaufmann__html-to-markdown.3006818,73.1073,1,885,647,1.516659,49,7.0466,0,
codex-lang-c,johnkerl__miller.8d85b46,13.1985,1,14638,1932,1.753365,40,7.9526,0,
codex-lang-c,jonas__tig.8334123,34.5523,1,1586,548,1.051602,44,4.7795,0,
codex-lang-c,jqlang__jq.b33a763,6.1235,1,6075,372,0.905223,34,3.5336,0,
codex-lang-c,jrnxf__thokr.09375ef,64.4295,1,447,288,1.439170,46,5.6109,0,
codex-lang-c,junegunn__fzf.b56d614,39.7849,1,1860,740,1.772148,41,6.5059,0,
codex-lang-c,kaushiksrini__parqeye.8072121,45.5115,1,479,218,1.170140,40,5.1773,0,
codex-lang-c,kisielk__errcheck.dacab89,25.8065,1,341,88,1.221005,30,4.9287,0,
codex-lang-c,konradsz__igrep.aa75630,69.2506,1,387,268,1.287519,40,5.6863,0,
codex-lang-c,ksxgithub__parallel-disk-usage.96978ed,62.9002,1,531,334,1.237995,32,5.5677,0,
codex-lang-c,kyoh86__richgo.313114f,78.6496,1,548,431,1.414142,42,6.0097,0,
codex-lang-c,kyoheiu__felix.95df390,48.0080,1,502,241,1.745827,48,6.0194,0,
codex-lang-c,lfos__calcurse.49180d5,41.2913,1,666,275,1.550152,34,5.5645,0,
codex-lang-c,lh3__seqtk.94e7070,34.0326,1,429,146,1.086229,28,4.9554,0,
codex-lang-c,lua__lua.c6b4848,28.6996,1,1338,384,2.152548,61,10.3699,0,
codex-lang-c,luajit__luajit.a553b3d,23.2221,1,2967,689,2.196250,49,7.7798,0,
codex-lang-c,lymphatus__caesium-clt.a529b2e,68.0000,1,575,391,1.258337,34,5.0352,0,
codex-lang-c,lz4__lz4.1519f46,78.0749,1,1496,1168,1.366171,41,7.5539,0,
codex-lang-c,madler__pigz.fe4894f,79.5427,1,831,661,1.375821,36,5.7809,0,
codex-lang-c,mfridman__tparse.2416b4b,64.4706,1,425,274,1.317976,40,6.3571,0,
codex-lang-c,mgdm__htmlq.6e31bc8,75.3952,1,1455,1097,1.309995,29,5.6799,0,
codex-lang-c,mgechev__revive.201451e,22.1458,1,727,161,1.261221,28,5.3671,0,
codex-lang-c,mibk__dupl.1bf052b,59.2493,1,373,221,1.195736,29,5.7321,0,
codex-lang-c,mikefarah__yq.602586d,12.4000,1,2000,248,1.466873,37,6.5238,0,
codex-lang-c,miserlou__loop.209927c,65.4930,1,710,465,1.253582,44,5.3160,0,
codex-lang-c,mkj__dropbear.75f699b,32.0059,1,678,217,0.777476,27,3.4013,0,
codex-lang-c,mookid__diffr.2152742,56.2706,1,606,341,1.038215,37,4.5394,0,
codex-lang-c,multiprocessio__dsq.c3ae0ba,64.5756,1,542,350,1.069264,28,5.2454,0,
codex-lang-c,nachoparker__dutree.44e877d,41.9657,1,641,269,1.231032,40,4.8598,0,
codex-lang-c,naggie__dstask.ff57396,50.7825,1,1278,649,1.507047,39,6.0878,0,
codex-lang-c,nikoladucak__caps-log.2cf2d1e,38.6570,1,551,213,1.100925,33,4.6306,0,
codex-lang-c,nikolassv__bartib.6b9b5ce,57.0637,1,722,412,1.273072,96,5.6282,0,
codex-lang-c,ninja-build__ninja.cc60300,52.5035,1,1438,755,1.171512,40,5.2963,0,
codex-lang-c,noborus__ov.b96c2ba,52.9919,1,1855,983,1.123009,41,4.9959,0,
codex-lang-c,noborus__trdsql.d8c5ff6,46.8750,1,1312,615,1.374152,34,5.4433,0,
codex-lang-c,nukesor__pueue.8b9d6fe,5.6426,1,638,36,1.624881,30,5.6596,0,
codex-lang-c,nuta__nsh.bdd0702,53.4588,1,1966,1051,1.174772,52,4.5435,0,
codex-lang-c,o2sh__onefetch.e5958ce,6.6838,1,1167,78,1.922295,46,6.5835,0,
codex-lang-c,ogham__dog.721440b,49.0769,1,1300,638,1.686900,37,6.7860,0,
codex-lang-c,oppiliappan__eva.41ae245,79.4085,1,913,725,1.243277,37,5.9794,0,
codex-lang-c,oppiliappan__statix.e9df54c,46.5031,1,815,379,1.449532,33,6.2438,0,
codex-lang-c,orf__gping.26eb5b9,28.7390,1,341,98,1.096010,39,4.2843,0,
codex-lang-c,osgeo__gdal.0847f12,2.2831,1,657,15,1.359314,34,5.7432,0,
codex-lang-c,osgeo__proj.75d455c,0.0000,1,5319,0,1.752394,40,6.9371,0,
codex-lang-c,paradigmxyz__solar.5190d0e,34.8837,1,1978,690,1.404123,42,6.3442,0,
codex-lang-c,parcel-bundler__lightningcss.aa2ed1e,34.2999,1,2828,970,1.631872,52,7.4241,0,
codex-lang-c,peco__peco.4e58dad,11.8174,1,1227,145,1.500718,51,6.1419,0,
codex-lang-c,pemistahl__grex.fa3e8ed,68.6738,1,1312,901,1.418755,34,5.8917,0,
codex-lang-c,php__php-src.c891263,1.8546,1,14289,265,1.819791,34,8.0690,0,
codex-lang-c,pier-cli__pier.5e1bde9,65.8960,1,692,456,1.599761,31,6.1681,0,
codex-lang-c,pls-rs__pls.4e1ae50,34.9398,1,332,116,1.129863,30,4.9405,0,
codex-lang-c,psampaz__go-mod-outdated.bb79367,42.8070,1,285,122,1.483299,29,5.8962,0,
codex-lang-c,quinn-rs__quinn.bb359cc,43.1034,1,522,225,1.272720,41,5.2689,0,
codex-lang-c,raviqqe__muffet.a882908,61.7747,1,293,181,1.343607,28,6.6998,0,
codex-lang-c,rbakbashev__elfcat.52f8cc7,36.8794,1,564,208,1.574548,43,6.0298,0,
codex-lang-c,rcoh__angle-grinder.9c2fc88,22.1239,1,1130,250,1.288359,30,6.2709,0,
codex-lang-c,rhysd__kiro-editor.4157485,33.2215,1,596,198,1.350463,31,5.8893,0,
codex-lang-c,riquito__tuc.16fb471,76.2542,1,1196,912,1.393182,36,6.3953,0,
